,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
65,2017-02-17,2017-08-18,175.0,MSG,Put,9.1,0.22560999999999998,175.300003,0.49828884325804246,0.19224296069296642,0.03336703930703355
67,2017-02-17,2017-03-17,10.0,FLWS,Put,0.4,0.33803,10.0,0.07665982203969883,0.36408719803148515,-0.02605719803148515
68,2017-02-17,2017-06-16,10.0,FLWS,Call,0.8,0.34131999999999996,10.0,0.3258042436687201,0.34859072788094736,-0.007270727880947403
69,2017-02-17,2017-09-15,10.0,FLWS,Call,1.05,0.34121999999999997,10.0,0.5749486652977412,0.34380567994958355,-0.002585679949583586
80,2017-02-17,2017-03-17,8.0,VNET,Call,0.23,0.56312,7.39,0.07665982203969883,0.5571902334486377,0.005929766551362237
86,2017-02-17,2017-03-24,7.0,VNET,Put,0.3,0.54952,7.39,0.09582477754962354,0.53066236920131,0.01885763079868996
87,2017-02-17,2017-06-16,7.0,VNET,Call,1.0,0.48476,7.39,0.3258042436687201,0.4798959833715354,0.00486401662846464
88,2017-02-17,2017-06-16,8.0,VNET,Call,0.55,0.45792,7.39,0.3258042436687201,0.46648352545162297,-0.008563525451622978
92,2017-02-17,2018-01-19,8.0,VNET,Call,1.15,0.47298999999999997,7.39,0.919917864476386,0.4874582587945052,-0.014468258794505251
95,2017-02-17,2019-01-18,7.0,VNET,Put,1.8,0.48211000000000004,7.39,1.9164955509924708,0.5220703771192358,-0.039960377119235724
98,2017-02-17,2017-04-21,35.0,TWOU,Call,2.7,0.39441,35.93,0.17248459958932238,0.37264732040057524,0.02176267959942474
101,2017-02-17,2017-07-21,35.0,TWOU,Put,3.4,0.41765,35.93,0.4216290212183436,0.42427243090060174,-0.006622430900601717
103,2017-02-17,2017-07-21,35.0,JOBS,Call,3.3,0.34105,35.790001000000004,0.4216290212183436,0.3114101567916815,0.029639843208318528
106,2017-02-17,2017-06-16,12.5,CAFD,Call,1.15,0.24458000000000002,13.4,0.3258042436687201,0.19592022690631083,0.048659773093689185
107,2017-02-17,2017-06-16,12.5,CAFD,Put,0.6,0.38521,13.4,0.3258042436687201,0.3376863449375388,0.0475236550624612
108,2017-02-17,2017-09-15,12.5,CAFD,Call,1.6,0.24548000000000003,13.4,0.5749486652977412,0.27346996481355845,-0.02798996481355842
109,2017-02-17,2017-09-15,12.5,CAFD,Put,0.95,0.38249,13.4,0.5749486652977412,0.35069728844973824,0.031792711550261754
114,2017-02-17,2017-08-18,15.0,EGHT,Call,1.65,0.42632,15.0,0.49828884325804246,0.3878640104812813,0.0384559895187187
119,2017-02-17,2017-06-16,17.5,AVHI,Put,1.75,0.32965,16.700001,0.3258042436687201,0.34212528458738334,-0.01247528458738334
121,2017-02-17,2017-09-15,17.5,AVHI,Put,1.7,0.29899000000000003,16.700001,0.5749486652977412,0.2502847281721198,0.04870527182788026
126,2017-02-17,2017-04-21,35.0,AAON,Call,1.1,0.28104,34.349998,0.17248459958932238,0.24179863023164316,0.03924136976835685
127,2017-02-17,2017-03-17,50.0,ABAX,Call,1.3,0.28472,49.66,0.07665982203969883,0.2644223285460622,0.020297671453937793
135,2017-02-17,2017-03-17,115.0,ABMD,Call,4.0,0.21863000000000002,116.57,0.07665982203969883,0.24459069150907553,-0.025960691509075512
136,2017-02-17,2017-03-17,120.0,ABMD,Call,1.75,0.25075,116.57,0.07665982203969883,0.24179493448173262,0.008955065518267358
137,2017-02-17,2017-03-17,125.0,ABMD,Call,1.05,0.25022,116.57,0.07665982203969883,0.2914037324808315,-0.041183732480831514
138,2017-02-17,2017-03-17,105.0,ABMD,Put,1.07,0.36407,116.57,0.07665982203969883,0.39273019741813286,-0.02866019741813286
139,2017-02-17,2017-03-17,110.0,ABMD,Put,1.9,0.31487,116.57,0.07665982203969883,0.3555894077726417,-0.040719407772641714
143,2017-02-17,2017-06-16,110.0,ABMD,Call,12.2,0.2866,116.57,0.3258042436687201,0.3263536009035316,-0.03975360090353158
144,2017-02-17,2017-06-16,115.0,ABMD,Call,8.3,0.26934,116.57,0.3258042436687201,0.28075046713638685,-0.011410467136386826
147,2017-02-17,2017-06-16,105.0,ABMD,Put,6.83,0.42928999999999995,116.57,0.3258042436687201,0.46921036519052095,-0.039920365190521
155,2017-02-17,2017-09-15,120.0,ABMD,Call,9.0,0.26205,116.57,0.5749486652977412,0.2936748731735871,-0.03162487317358709
156,2017-02-17,2017-09-15,125.0,ABMD,Call,8.9,0.32661,116.57,0.5749486652977412,0.34438409471477016,-0.01777409471477015
157,2017-02-17,2017-09-15,110.0,ABMD,Put,12.07,0.42486,116.57,0.5749486652977412,0.4484016916103438,-0.023541691610343807
162,2017-02-17,2017-03-17,10.0,FLWS,Put,0.4,0.33803,10.0,0.07665982203969883,0.36408719803148515,-0.02605719803148515
163,2017-02-17,2017-06-16,10.0,FLWS,Call,0.8,0.34131999999999996,10.0,0.3258042436687201,0.34859072788094736,-0.007270727880947403
164,2017-02-17,2017-09-15,10.0,FLWS,Call,1.05,0.34121999999999997,10.0,0.5749486652977412,0.34380567994958355,-0.002585679949583586
166,2017-02-17,2017-03-17,10.0,FLWS,Put,0.4,0.33803,10.0,0.07665982203969883,0.36408719803148515,-0.02605719803148515
167,2017-02-17,2017-06-16,10.0,FLWS,Call,0.8,0.34131999999999996,10.0,0.3258042436687201,0.34859072788094736,-0.007270727880947403
168,2017-02-17,2017-09-15,10.0,FLWS,Call,1.05,0.34121999999999997,10.0,0.5749486652977412,0.34380567994958355,-0.002585679949583586
179,2017-02-17,2017-03-17,8.0,VNET,Call,0.23,0.56312,7.39,0.07665982203969883,0.5571902334486377,0.005929766551362237
185,2017-02-17,2017-03-24,7.0,VNET,Put,0.3,0.54952,7.39,0.09582477754962354,0.53066236920131,0.01885763079868996
186,2017-02-17,2017-06-16,7.0,VNET,Call,1.0,0.48476,7.39,0.3258042436687201,0.4798959833715354,0.00486401662846464
187,2017-02-17,2017-06-16,8.0,VNET,Call,0.55,0.45792,7.39,0.3258042436687201,0.46648352545162297,-0.008563525451622978
191,2017-02-17,2018-01-19,8.0,VNET,Call,1.15,0.47298999999999997,7.39,0.919917864476386,0.4874582587945052,-0.014468258794505251
194,2017-02-17,2019-01-18,7.0,VNET,Put,1.8,0.48211000000000004,7.39,1.9164955509924708,0.5220703771192358,-0.039960377119235724
197,2017-02-17,2017-04-21,35.0,TWOU,Call,2.7,0.39441,35.93,0.17248459958932238,0.37264732040057524,0.02176267959942474
200,2017-02-17,2017-07-21,35.0,TWOU,Put,3.4,0.41765,35.93,0.4216290212183436,0.42427243090060174,-0.006622430900601717
202,2017-02-17,2017-07-21,35.0,JOBS,Call,3.3,0.34105,35.790001000000004,0.4216290212183436,0.3114101567916815,0.029639843208318528
205,2017-02-17,2017-06-16,12.5,CAFD,Call,1.33,0.24458000000000002,13.4,0.3258042436687201,0.2669683131534849,-0.022388313153484884
206,2017-02-17,2017-06-16,12.5,CAFD,Put,0.6,0.38521,13.4,0.3258042436687201,0.3376863449375388,0.0475236550624612
207,2017-02-17,2017-09-15,12.5,CAFD,Call,1.6,0.24548000000000003,13.4,0.5749486652977412,0.27346996481355845,-0.02798996481355842
208,2017-02-17,2017-09-15,12.5,CAFD,Put,0.95,0.38249,13.4,0.5749486652977412,0.35069728844973824,0.031792711550261754
213,2017-02-17,2017-08-18,15.0,EGHT,Call,1.65,0.42632,15.0,0.49828884325804246,0.3878640104812813,0.0384559895187187
218,2017-02-17,2017-06-16,17.5,AVHI,Put,1.75,0.32965,16.700001,0.3258042436687201,0.34212528458738334,-0.01247528458738334
220,2017-02-17,2017-09-15,17.5,AVHI,Put,1.7,0.29899000000000003,16.700001,0.5749486652977412,0.2502847281721198,0.04870527182788026
225,2017-02-17,2017-04-21,35.0,AAON,Call,1.1,0.28104,34.349998,0.17248459958932238,0.24179863023164316,0.03924136976835685
226,2017-02-17,2017-03-17,50.0,ABAX,Call,1.3,0.28472,49.66,0.07665982203969883,0.2644223285460622,0.020297671453937793
234,2017-02-17,2017-03-17,115.0,ABMD,Call,4.0,0.21863000000000002,116.57,0.07665982203969883,0.24459069150907553,-0.025960691509075512
235,2017-02-17,2017-03-17,120.0,ABMD,Call,2.19,0.25075,116.57,0.07665982203969883,0.27828745580336645,-0.027537455803366473
236,2017-02-17,2017-03-17,125.0,ABMD,Call,1.04,0.25022,116.57,0.07665982203969883,0.29031496022071324,-0.04009496022071324
237,2017-02-17,2017-03-17,105.0,ABMD,Put,1.07,0.36407,116.57,0.07665982203969883,0.39273019741813286,-0.02866019741813286
238,2017-02-17,2017-03-17,110.0,ABMD,Put,1.9,0.31487,116.57,0.07665982203969883,0.3555894077726417,-0.040719407772641714
242,2017-02-17,2017-06-16,110.0,ABMD,Call,12.2,0.2866,116.57,0.3258042436687201,0.3263536009035316,-0.03975360090353158
243,2017-02-17,2017-06-16,115.0,ABMD,Call,8.3,0.26934,116.57,0.3258042436687201,0.28075046713638685,-0.011410467136386826
254,2017-02-17,2017-09-15,120.0,ABMD,Call,9.0,0.26205,116.57,0.5749486652977412,0.2936748731735871,-0.03162487317358709
255,2017-02-17,2017-09-15,125.0,ABMD,Call,8.9,0.32661,116.57,0.5749486652977412,0.34438409471477016,-0.01777409471477015
256,2017-02-17,2017-09-15,110.0,ABMD,Put,12.07,0.42486,116.57,0.5749486652977412,0.4484016916103438,-0.023541691610343807
260,2017-02-17,2017-06-16,2.5,AXAS,Call,0.25,0.62259,2.31,0.3258042436687201,0.6152753084461448,0.007314691553855224
262,2017-02-17,2017-09-15,2.5,AXAS,Call,0.4,0.64162,2.31,0.5749486652977412,0.6766297574358768,-0.035009757435876865
265,2017-02-17,2017-03-17,65.0,ACIA,Call,5.8,0.6907300000000001,66.58000200000001,0.07665982203969883,0.6832031027443017,0.007526897255698328
267,2017-02-17,2017-03-17,60.0,ACIA,Put,2.4,0.74841,66.58000200000001,0.07665982203969883,0.721012425419759,0.027397574580241058
268,2017-02-17,2017-03-17,65.0,ACIA,Put,4.6,0.7074,66.58000200000001,0.07665982203969883,0.7396403392340298,-0.0322403392340298
269,2017-02-17,2017-03-17,70.0,ACIA,Put,7.9,0.774,66.58000200000001,0.07665982203969883,0.8043909766274746,-0.030390976627474586
270,2017-02-17,2017-05-19,60.0,ACIA,Call,11.22,0.63262,66.58000200000001,0.24914442162902123,0.592021212723922,0.04059878727607791
272,2017-02-17,2017-05-19,70.0,ACIA,Call,6.7,0.64053,66.58000200000001,0.24914442162902123,0.6102503973670547,0.03027960263294538
273,2017-02-17,2017-05-19,60.0,ACIA,Put,6.3,0.77642,66.58000200000001,0.24914442162902123,0.7391539778473097,0.03726602215269026
277,2017-02-17,2017-08-18,65.0,ACIA,Call,11.0,0.53494,66.58000200000001,0.49828884325804246,0.5495565389719569,-0.014616538971956916
278,2017-02-17,2017-08-18,70.0,ACIA,Call,9.0,0.50805,66.58000200000001,0.49828884325804246,0.5525335251149964,-0.044483525114996425
279,2017-02-17,2017-08-18,60.0,ACIA,Put,9.5,0.68298,66.58000200000001,0.49828884325804246,0.7147920942952632,-0.031812094295263216
280,2017-02-17,2017-08-18,65.0,ACIA,Put,12.6,0.6896399999999999,66.58000200000001,0.49828884325804246,0.7352214738057237,-0.04558147380572375
282,2017-02-17,2018-01-19,60.0,ACIA,Call,15.08,0.45453000000000005,66.58000200000001,0.919917864476386,0.4730996111902651,-0.018569611190265067
283,2017-02-17,2018-01-19,65.0,ACIA,Call,13.2,0.44281000000000004,66.58000200000001,0.919917864476386,0.49180145280843235,-0.04899145280843231
284,2017-02-17,2018-01-19,70.0,ACIA,Call,10.9,0.44422,66.58000200000001,0.919917864476386,0.47947018225386373,-0.03525018225386373
285,2017-02-17,2018-01-19,60.0,ACIA,Put,12.5,0.63107,66.58000200000001,0.919917864476386,0.6608365290594529,-0.029766529059452873
286,2017-02-17,2018-01-19,65.0,ACIA,Put,15.55,0.65347,66.58000200000001,0.919917864476386,0.6670786075847,-0.01360860758469995
287,2017-02-17,2018-01-19,70.0,ACIA,Put,21.5,0.73243,66.58000200000001,0.919917864476386,0.7819132458098474,-0.04948324580984742
290,2017-02-17,2019-01-18,70.0,ACIA,Call,12.0,0.40703,66.58000200000001,1.9164955509924708,0.3589040082442817,0.0481259917557183
291,2017-02-17,2019-01-18,60.0,ACIA,Put,19.5,0.72646,66.58000200000001,1.9164955509924708,0.683440938082641,0.04301906191735905
292,2017-02-17,2019-01-18,65.0,ACIA,Put,21.5,0.68089,66.58000200000001,1.9164955509924708,0.645357168468764,0.03553283153123599
293,2017-02-17,2019-01-18,70.0,ACIA,Put,25.62,0.63449,66.58000200000001,1.9164955509924708,0.6684959530684873,-0.034005953068487305
295,2017-02-17,2017-03-17,45.0,ACHC,Call,1.1,0.43483,42.59,0.07665982203969883,0.43067668470030285,0.004153315299697147
299,2017-02-17,2017-06-16,45.0,ACHC,Call,2.72,0.35728000000000004,42.59,0.3258042436687201,0.37956228661642044,-0.0222822866164204
303,2017-02-17,2017-09-15,45.0,ACHC,Call,3.4,0.33542,42.59,0.5749486652977412,0.337212305094,-0.001792305094000024
315,2017-02-17,2017-02-24,40.0,ACAD,Call,1.0,0.6057899999999999,39.279999,0.019164955509924708,0.6065725124062747,-0.0007825124062748046
324,2017-02-17,2017-02-24,38.0,ACAD,Put,0.85,0.7017,39.279999,0.019164955509924708,0.6559464467136431,0.045753553286356885
326,2017-02-17,2017-02-24,39.0,ACAD,Put,1.35,0.6493899999999999,39.279999,0.019164955509924708,0.6884583556529842,-0.03906835565298428
327,2017-02-17,2017-02-24,40.0,ACAD,Put,1.89,0.7105100000000001,39.279999,0.019164955509924708,0.6877010261086989,0.02280897389130121
333,2017-02-17,2017-05-19,25.0,AXDX,Call,3.32,0.8639700000000001,23.15,0.24914442162902123,0.8770092811755612,-0.01303928117556108
339,2017-02-17,2017-08-18,25.0,AXDX,Put,7.09,0.93042,23.15,0.49828884325804246,0.925615620726604,0.004804379273396053
344,2017-02-17,2017-08-18,25.0,XLRN,Call,5.5,0.60706,26.799999,0.49828884325804246,0.6240586911008005,-0.016998691100800434
350,2017-02-17,2017-06-16,5.0,ARAY,Call,0.85,0.47016,5.55,0.3258042436687201,0.43841447455634,0.03174552544366005
351,2017-02-17,2017-06-16,6.0,ARAY,Call,0.4,0.46329,5.55,0.3258042436687201,0.45383403084997653,0.009455969150023447
352,2017-02-17,2017-06-16,5.0,ARAY,Put,0.4,0.50974,5.55,0.3258042436687201,0.5364433029171788,-0.026703302917178817
357,2017-02-17,2017-09-15,6.0,ARAY,Put,1.15,0.5029,5.55,0.5749486652977412,0.5297269926086311,-0.026826992608631084
359,2017-02-17,2017-03-17,15.0,ACET,Put,0.25,0.32886,15.71,0.07665982203969883,0.31458410659979663,0.014275893400203354
361,2017-02-17,2017-05-19,15.0,ACET,Put,0.9,0.36716,15.71,0.24914442162902123,0.4033208014880084,-0.03616080148800843
369,2017-02-17,2017-09-15,22.5,AKAO,Put,5.2,0.79545,22.68,0.5749486652977412,0.7915723606856782,0.0038776393143218346
373,2017-02-17,2017-03-03,4.5,ACHN,Call,0.12,0.65591,4.27,0.038329911019849415,0.629710412249552,0.02619958775044795
375,2017-02-17,2017-03-17,4.0,ACHN,Call,0.45,0.62221,4.27,0.07665982203969883,0.646074120668346,-0.02386412066834598
378,2017-02-17,2017-03-17,4.0,ACHN,Put,0.15,0.5582600000000001,4.27,0.07665982203969883,0.5785812444082704,-0.020321244408270323
381,2017-02-17,2017-06-16,4.0,ACHN,Put,0.43,0.61603,4.27,0.3258042436687201,0.595489527695464,0.02054047230453593
385,2017-02-17,2017-05-19,20.0,ACIW,Call,1.15,0.33388,19.9,0.24914442162902123,0.29930268276075467,0.03457731723924534
386,2017-02-17,2017-08-18,20.0,ACIW,Call,1.85,0.3668,19.9,0.49828884325804246,0.33493672432086996,0.031863275679130054
387,2017-02-17,2017-03-17,30.0,ACRS,Call,0.45,0.3719,27.879998999999998,0.07665982203969883,0.38415104012529,-0.012251040125289991
389,2017-02-17,2017-03-17,23.0,ACOR,Call,5.23,1.48651,25.299999,0.07665982203969883,1.5000803858129084,-0.01357038581290837
395,2017-02-17,2017-03-17,24.0,ACOR,Put,4.5,1.91995,25.299999,0.07665982203969883,1.9060692561470214,0.013880743852978661
399,2017-02-17,2017-04-21,24.0,ACOR,Call,5.5,1.2336799999999999,25.299999,0.17248459958932238,1.1907255698315575,0.04295443016844236
411,2017-02-17,2017-07-21,26.0,ACOR,Call,5.7,0.9210799999999999,25.299999,0.4216290212183436,0.9200963767216317,0.0009836232783682064
412,2017-02-17,2017-07-21,27.0,ACOR,Call,5.5,0.94027,25.299999,0.4216290212183436,0.944058773384314,-0.003788773384313937
422,2017-02-17,2017-02-24,44.5,ATVI,Call,0.9,0.16202,45.330002,0.019164955509924708,0.13165094242140285,0.030369057578597147
423,2017-02-17,2017-02-24,45.0,ATVI,Call,0.58,0.16249,45.330002,0.019164955509924708,0.15647094674932405,0.006019053250675949
424,2017-02-17,2017-02-24,45.5,ATVI,Call,0.33,0.16326,45.330002,0.019164955509924708,0.16246719322225645,0.0007928067777435432
425,2017-02-17,2017-02-24,46.0,ATVI,Call,0.18,0.17453,45.330002,0.019164955509924708,0.17210379119205854,0.002426208807941449
426,2017-02-17,2017-02-24,46.5,ATVI,Call,0.09,0.17819000000000002,45.330002,0.019164955509924708,0.178707095401479,-0.0005170954014789841
427,2017-02-17,2017-02-24,47.0,ATVI,Call,0.05,0.22601999999999997,45.330002,0.019164955509924708,0.19262882713519602,0.03339117286480395
428,2017-02-17,2017-02-24,47.5,ATVI,Call,0.03,0.20976,45.330002,0.019164955509924708,0.20861431876255765,0.001145681237442353
429,2017-02-17,2017-02-24,48.0,ATVI,Call,0.02,0.24069000000000002,45.330002,0.019164955509924708,0.22702855414536416,0.013661445854635856
433,2017-02-17,2017-02-24,41.5,ATVI,Put,0.03,0.32291,45.330002,0.019164955509924708,0.35381249654165103,-0.03090249654165106
435,2017-02-17,2017-02-24,42.5,ATVI,Put,0.05,0.26123,45.330002,0.019164955509924708,0.30392157910682827,-0.04269157910682825
436,2017-02-17,2017-02-24,43.0,ATVI,Put,0.04,0.24051999999999998,45.330002,0.019164955509924708,0.24727379095566093,-0.006753790955660949
437,2017-02-17,2017-02-24,43.5,ATVI,Put,0.07,0.21628000000000003,45.330002,0.019164955509924708,0.23488365673984035,-0.018603656739840324
438,2017-02-17,2017-02-24,44.0,ATVI,Put,0.09,0.18664,45.330002,0.019164955509924708,0.20114311140787422,-0.01450311140787422
439,2017-02-17,2017-02-24,44.5,ATVI,Put,0.18,0.17915999999999999,45.330002,0.019164955509924708,0.19666698361106782,-0.01750698361106784
440,2017-02-17,2017-02-24,45.0,ATVI,Put,0.29,0.1754,45.330002,0.019164955509924708,0.17518953980470642,0.0002104601952935825
442,2017-02-17,2017-02-24,46.0,ATVI,Put,0.88,0.18341,45.330002,0.019164955509924708,0.1882947138074097,-0.004884713807409707
454,2017-02-17,2017-03-03,44.0,ATVI,Call,1.57,0.19267,45.330002,0.038329911019849415,0.20317229405918724,-0.010502294059187234
456,2017-02-17,2017-03-03,45.0,ATVI,Call,0.71,0.1922,45.330002,0.038329911019849415,0.1483775408269149,0.04382245917308511
457,2017-02-17,2017-03-03,45.5,ATVI,Call,0.58,0.16095,45.330002,0.038329911019849415,0.18538702170190036,-0.024437021701900347
458,2017-02-17,2017-03-03,46.0,ATVI,Call,0.35,0.18863,45.330002,0.038329911019849415,0.17548965981404863,0.013140340185951366
459,2017-02-17,2017-03-03,46.5,ATVI,Call,0.3,0.18072,45.330002,0.038329911019849415,0.20643437434046163,-0.025714374340461643
460,2017-02-17,2017-03-03,47.0,ATVI,Call,0.15,0.18599000000000002,45.330002,0.038329911019849415,0.18906145538494556,-0.0030714553849455484
462,2017-02-17,2017-03-03,48.0,ATVI,Call,0.12,0.25487,45.330002,0.038329911019849415,0.24031400862441032,0.01455599137558966
463,2017-02-17,2017-03-03,48.5,ATVI,Call,0.15,0.29279,45.330002,0.038329911019849415,0.28818474886065915,0.004605251139340849
471,2017-02-17,2017-03-10,44.5,ATVI,Call,1.42,0.17962,45.330002,0.057494866529774126,0.2186225770128668,-0.0390025770128668
472,2017-02-17,2017-03-10,45.0,ATVI,Call,0.97,0.17096,45.330002,0.057494866529774126,0.18212180431874103,-0.011161804318741031
473,2017-02-17,2017-03-10,45.5,ATVI,Call,0.73,0.17640999999999998,45.330002,0.057494866529774126,0.18557783849246434,-0.009167838492464359
474,2017-02-17,2017-03-10,46.0,ATVI,Call,0.59,0.19557,45.330002,0.057494866529774126,0.201425849008957,-0.005855849008956998
476,2017-02-17,2017-03-10,47.0,ATVI,Call,0.25,0.1859,45.330002,0.057494866529774126,0.18746116584225192,-0.0015611658422519104
477,2017-02-17,2017-03-10,47.5,ATVI,Call,0.27,0.18853,45.330002,0.057494866529774126,0.22512631192512444,-0.03659631192512444
478,2017-02-17,2017-03-10,48.0,ATVI,Call,0.1,0.22079000000000001,45.330002,0.057494866529774126,0.1862771558080577,0.03451284419194231
479,2017-02-17,2017-03-10,48.5,ATVI,Call,0.13,0.24996999999999997,45.330002,0.057494866529774126,0.22569399465283013,0.024276005347169838
483,2017-02-17,2017-03-17,44.0,ATVI,Call,1.78,0.18980999999999998,45.330002,0.07665982203969883,0.19466083780571453,-0.004850837805714547
484,2017-02-17,2017-03-17,45.0,ATVI,Call,1.18,0.20936,45.330002,0.07665982203969883,0.19986528473964527,0.009494715260354725
485,2017-02-17,2017-03-17,46.0,ATVI,Call,0.7,0.19643,45.330002,0.07665982203969883,0.1967829657223784,-0.0003529657223784177
486,2017-02-17,2017-03-17,47.0,ATVI,Call,0.39,0.18872,45.330002,0.07665982203969883,0.19773697342316254,-0.009016973423162544
487,2017-02-17,2017-03-17,48.0,ATVI,Call,0.21,0.21788000000000002,45.330002,0.07665982203969883,0.2018234603019674,0.016056539698032612
488,2017-02-17,2017-03-17,49.0,ATVI,Call,0.11,0.19138,45.330002,0.07665982203969883,0.20699017950391962,-0.01561017950391963
495,2017-02-17,2017-03-24,44.0,ATVI,Call,1.87,0.19498,45.330002,0.09582477754962354,0.19232199229009084,0.0026580077099091493
497,2017-02-17,2017-03-24,45.0,ATVI,Call,1.25,0.17957,45.330002,0.09582477754962354,0.1910150518961028,-0.011445051896102787
498,2017-02-17,2017-03-24,45.5,ATVI,Call,0.94,0.17945,45.330002,0.09582477754962354,0.18057369663438394,-0.0011236966343839416
