,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
136,2017-02-17,2017-03-17,120.0,ABMD,Call,1.75,0.25075,116.57,0.07665982203969883,0.24179493448173262,0.008955065518267358
163,2017-02-17,2017-06-16,10.0,FLWS,Call,0.8,0.34131999999999996,10.0,0.3258042436687201,0.34859072788094736,-0.007270727880947403
164,2017-02-17,2017-09-15,10.0,FLWS,Call,1.05,0.34121999999999997,10.0,0.5749486652977412,0.34380567994958355,-0.002585679949583586
167,2017-02-17,2017-06-16,10.0,FLWS,Call,0.8,0.34131999999999996,10.0,0.3258042436687201,0.34859072788094736,-0.007270727880947403
168,2017-02-17,2017-09-15,10.0,FLWS,Call,1.05,0.34121999999999997,10.0,0.5749486652977412,0.34380567994958355,-0.002585679949583586
179,2017-02-17,2017-03-17,8.0,VNET,Call,0.23,0.56312,7.39,0.07665982203969883,0.5571902334486377,0.005929766551362237
186,2017-02-17,2017-06-16,7.0,VNET,Call,1.0,0.48476,7.39,0.3258042436687201,0.4798959833715354,0.00486401662846464
187,2017-02-17,2017-06-16,8.0,VNET,Call,0.55,0.45792,7.39,0.3258042436687201,0.46648352545162297,-0.008563525451622978
200,2017-02-17,2017-07-21,35.0,TWOU,Put,3.4,0.41765,35.93,0.4216290212183436,0.42427243090060174,-0.006622430900601717
260,2017-02-17,2017-06-16,2.5,AXAS,Call,0.25,0.62259,2.31,0.3258042436687201,0.6152753084461448,0.007314691553855224
265,2017-02-17,2017-03-17,65.0,ACIA,Call,5.8,0.6907300000000001,66.58000200000001,0.07665982203969883,0.6832031027443017,0.007526897255698328
295,2017-02-17,2017-03-17,45.0,ACHC,Call,1.1,0.43483,42.59,0.07665982203969883,0.43067668470030285,0.004153315299697147
303,2017-02-17,2017-09-15,45.0,ACHC,Call,3.4,0.33542,42.59,0.5749486652977412,0.337212305094,-0.001792305094000024
315,2017-02-17,2017-02-24,40.0,ACAD,Call,1.0,0.6057899999999999,39.279999,0.019164955509924708,0.6065725124062747,-0.0007825124062748046
339,2017-02-17,2017-08-18,25.0,AXDX,Put,7.09,0.93042,23.15,0.49828884325804246,0.925615620726604,0.004804379273396053
351,2017-02-17,2017-06-16,6.0,ARAY,Call,0.4,0.46329,5.55,0.3258042436687201,0.45383403084997653,0.009455969150023447
369,2017-02-17,2017-09-15,22.5,AKAO,Put,5.2,0.79545,22.68,0.5749486652977412,0.7915723606856782,0.0038776393143218346
411,2017-02-17,2017-07-21,26.0,ACOR,Call,5.7,0.9210799999999999,25.299999,0.4216290212183436,0.9200963767216317,0.0009836232783682064
412,2017-02-17,2017-07-21,27.0,ACOR,Call,5.5,0.94027,25.299999,0.4216290212183436,0.944058773384314,-0.003788773384313937
423,2017-02-17,2017-02-24,45.0,ATVI,Call,0.58,0.16249,45.330002,0.019164955509924708,0.15647094674932405,0.006019053250675949
424,2017-02-17,2017-02-24,45.5,ATVI,Call,0.33,0.16326,45.330002,0.019164955509924708,0.16246719322225645,0.0007928067777435432
425,2017-02-17,2017-02-24,46.0,ATVI,Call,0.18,0.17453,45.330002,0.019164955509924708,0.17210379119205854,0.002426208807941449
426,2017-02-17,2017-02-24,46.5,ATVI,Call,0.09,0.17819000000000002,45.330002,0.019164955509924708,0.178707095401479,-0.0005170954014789841
428,2017-02-17,2017-02-24,47.5,ATVI,Call,0.03,0.20976,45.330002,0.019164955509924708,0.20861431876255765,0.001145681237442353
436,2017-02-17,2017-02-24,43.0,ATVI,Put,0.04,0.24051999999999998,45.330002,0.019164955509924708,0.24727379095566093,-0.006753790955660949
440,2017-02-17,2017-02-24,45.0,ATVI,Put,0.29,0.1754,45.330002,0.019164955509924708,0.17518953980470642,0.0002104601952935825
442,2017-02-17,2017-02-24,46.0,ATVI,Put,0.88,0.18341,45.330002,0.019164955509924708,0.1882947138074097,-0.004884713807409707
460,2017-02-17,2017-03-03,47.0,ATVI,Call,0.15,0.18599000000000002,45.330002,0.038329911019849415,0.18906145538494556,-0.0030714553849455484
463,2017-02-17,2017-03-03,48.5,ATVI,Call,0.15,0.29279,45.330002,0.038329911019849415,0.28818474886065915,0.004605251139340849
473,2017-02-17,2017-03-10,45.5,ATVI,Call,0.73,0.17640999999999998,45.330002,0.057494866529774126,0.18557783849246434,-0.009167838492464359
474,2017-02-17,2017-03-10,46.0,ATVI,Call,0.59,0.19557,45.330002,0.057494866529774126,0.201425849008957,-0.005855849008956998
476,2017-02-17,2017-03-10,47.0,ATVI,Call,0.25,0.1859,45.330002,0.057494866529774126,0.18746116584225192,-0.0015611658422519104
483,2017-02-17,2017-03-17,44.0,ATVI,Call,1.78,0.18980999999999998,45.330002,0.07665982203969883,0.19466083780571453,-0.004850837805714547
484,2017-02-17,2017-03-17,45.0,ATVI,Call,1.18,0.20936,45.330002,0.07665982203969883,0.19986528473964527,0.009494715260354725
485,2017-02-17,2017-03-17,46.0,ATVI,Call,0.7,0.19643,45.330002,0.07665982203969883,0.1967829657223784,-0.0003529657223784177
486,2017-02-17,2017-03-17,47.0,ATVI,Call,0.39,0.18872,45.330002,0.07665982203969883,0.19773697342316254,-0.009016973423162544
495,2017-02-17,2017-03-24,44.0,ATVI,Call,1.87,0.19498,45.330002,0.09582477754962354,0.19232199229009084,0.0026580077099091493
498,2017-02-17,2017-03-24,45.5,ATVI,Call,0.94,0.17945,45.330002,0.09582477754962354,0.18057369663438394,-0.0011236966343839416
509,2017-02-17,2017-03-03,43.5,ATVI,Put,0.16,0.20667,45.330002,0.038329911019849415,0.21470274274179346,-0.00803274274179347
510,2017-02-17,2017-03-03,44.0,ATVI,Put,0.25,0.20240999999999998,45.330002,0.038329911019849415,0.21012797726143717,-0.007717977261437192
514,2017-02-17,2017-03-03,46.0,ATVI,Put,1.11,0.20073,45.330002,0.038329911019849415,0.2053879500454069,-0.0046579500454068945
520,2017-02-17,2017-03-10,43.0,ATVI,Put,0.24,0.2481,45.330002,0.057494866529774126,0.23819706177164435,0.00990293822835564
521,2017-02-17,2017-03-10,43.5,ATVI,Put,0.28,0.21465,45.330002,0.057494866529774126,0.21736403119575798,-0.002714031195757971
523,2017-02-17,2017-03-10,44.5,ATVI,Put,0.57,0.21031,45.330002,0.057494866529774126,0.2168322058423665,-0.006522205842366513
532,2017-02-17,2017-03-17,42.0,ATVI,Put,0.18,0.24996999999999997,45.330002,0.07665982203969883,0.24059617695456936,0.009373823045430607
533,2017-02-17,2017-03-17,43.0,ATVI,Put,0.29,0.21871999999999997,45.330002,0.07665982203969883,0.2218602336506602,-0.00314023365066024
534,2017-02-17,2017-03-17,44.0,ATVI,Put,0.55,0.21871999999999997,45.330002,0.07665982203969883,0.2218553587590587,-0.0031353587590587373
535,2017-02-17,2017-03-17,45.0,ATVI,Put,0.86,0.2032,45.330002,0.07665982203969883,0.20538177464914142,-0.0021817746491414325
536,2017-02-17,2017-03-17,46.0,ATVI,Put,1.42,0.21509,45.330002,0.07665982203969883,0.21063726955617412,0.004452730443825881
537,2017-02-17,2017-03-17,47.0,ATVI,Put,2.13,0.21039000000000002,45.330002,0.07665982203969883,0.21869161697395711,-0.008301616973957093
541,2017-02-17,2017-03-24,42.0,ATVI,Put,0.29,0.24996999999999997,45.330002,0.09582477754962354,0.25139983838016733,-0.0014298383801673586
543,2017-02-17,2017-03-24,43.0,ATVI,Put,0.4,0.21871999999999997,45.330002,0.09582477754962354,0.22669420221063874,-0.00797420221063877
544,2017-02-17,2017-03-24,43.5,ATVI,Put,0.6,0.24996999999999997,45.330002,0.09582477754962354,0.24168205207388482,0.008287947926115147
545,2017-02-17,2017-03-24,44.0,ATVI,Put,0.62,0.21871999999999997,45.330002,0.09582477754962354,0.21293126155797026,0.005788738442029706
546,2017-02-17,2017-03-24,44.5,ATVI,Put,0.78,0.21298000000000003,45.330002,0.09582477754962354,0.20852481007750712,0.004455189922492914
547,2017-02-17,2017-03-24,45.0,ATVI,Put,1.03,0.20611999999999997,45.330002,0.09582477754962354,0.21480171468283615,-0.008681714682836184
555,2017-02-17,2017-05-19,42.0,ATVI,Call,4.0,0.20944000000000002,45.330002,0.24914442162902123,0.21121252379089228,-0.0017725237908922664
556,2017-02-17,2017-05-19,43.0,ATVI,Call,3.56,0.24111999999999997,45.330002,0.24914442162902123,0.2462514004582782,-0.005131400458278229
557,2017-02-17,2017-05-19,44.0,ATVI,Call,2.95,0.23824,45.330002,0.24914442162902123,0.2463583069766183,-0.008118306976618306
561,2017-02-17,2017-05-19,48.0,ATVI,Call,1.19,0.24996999999999997,45.330002,0.24914442162902123,0.24350370185857273,0.00646629814142724
566,2017-02-17,2017-05-19,44.0,ATVI,Put,1.87,0.27589,45.330002,0.24914442162902123,0.2816956469177977,-0.005805646917797669
569,2017-02-17,2017-05-19,47.0,ATVI,Put,3.6,0.30505,45.330002,0.24914442162902123,0.2962176124128756,0.008832387587124402
571,2017-02-17,2017-05-19,49.0,ATVI,Put,4.9,0.28968,45.330002,0.24914442162902123,0.2905730673955996,-0.0008930673955996338
579,2017-02-17,2017-08-18,48.0,ATVI,Call,2.14,0.24996999999999997,45.330002,0.49828884325804246,0.24858991186192825,0.0013800881380717223
580,2017-02-17,2017-08-18,49.0,ATVI,Call,1.81,0.24996999999999997,45.330002,0.49828884325804246,0.2479698883689717,0.0020001116310282563
582,2017-02-17,2017-08-18,42.0,ATVI,Put,2.09,0.2904,45.330002,0.49828884325804246,0.2893511170259454,0.001048882974054588
622,2017-02-17,2017-03-17,110.0,ADBE,Put,0.5,0.2666,119.66999799999999,0.07665982203969883,0.2621057118085456,0.004494288191454421
623,2017-02-17,2017-03-17,115.0,ADBE,Put,1.29,0.24541999999999997,119.66999799999999,0.07665982203969883,0.2387013049883545,0.006718695011645459
628,2017-02-17,2017-04-21,115.0,ADBE,Call,6.78,0.20888,119.66999799999999,0.17248459958932238,0.20311709064117267,0.0057629093588273395
633,2017-02-17,2017-04-21,115.0,ADBE,Put,2.25,0.21871999999999997,119.66999799999999,0.17248459958932238,0.21685380015696964,0.001866199843030325
640,2017-02-17,2017-07-21,125.0,ADBE,Call,4.59,0.22132,119.66999799999999,0.4216290212183436,0.2158454302843903,0.005474569715609695
641,2017-02-17,2017-07-21,130.0,ADBE,Call,2.77,0.207,119.66999799999999,0.4216290212183436,0.20513997798843875,0.001860022011561241
645,2017-02-17,2017-07-21,125.0,ADBE,Put,9.7,0.22625,119.66999799999999,0.4216290212183436,0.21727584949985712,0.008974150500142886
646,2017-02-17,2017-07-21,130.0,ADBE,Put,13.35,0.21871999999999997,119.66999799999999,0.4216290212183436,0.22437734027335055,-0.005657340273350575
651,2017-02-17,2018-01-19,130.0,ADBE,Call,6.92,0.22541999999999998,119.66999799999999,0.919917864476386,0.23386675828078396,-0.008446758280783978
653,2017-02-17,2018-01-19,115.0,ADBE,Put,8.75,0.24961999999999998,119.66999799999999,0.919917864476386,0.2496953051741012,-7.530517410123116e-05
655,2017-02-17,2018-01-19,125.0,ADBE,Put,14.1,0.24769000000000002,119.66999799999999,0.919917864476386,0.24829435693391233,-0.0006043569339123089
662,2017-02-17,2019-01-18,110.0,ADBE,Put,15.45,0.32172,119.66999799999999,1.9164955509924708,0.32550180876569457,-0.003781808765694561
681,2017-02-17,2017-08-18,23.0,ADTN,Call,1.15,0.27821999999999997,21.700001,0.49828884325804246,0.27085844449175156,0.007361555508248407
687,2017-02-17,2017-07-21,12.5,ADRO,Call,2.0,0.74051,11.8,0.4216290212183436,0.7457406116736829,-0.005230611673682883
691,2017-02-17,2017-03-17,65.0,AEIS,Put,3.83,0.22311,61.560001,0.07665982203969883,0.2238705279160068,-0.000760527916006809
692,2017-02-17,2017-04-21,60.0,AEIS,Call,4.0,0.31472,61.560001,0.17248459958932238,0.31100921994948394,0.0037107800505160604
693,2017-02-17,2017-04-21,65.0,AEIS,Call,1.45,0.26976999999999995,61.560001,0.17248459958932238,0.26981200855516463,-4.200855516467428e-05
698,2017-02-17,2017-07-21,60.0,AEIS,Put,3.9,0.2891,61.560001,0.4216290212183436,0.2989967085159161,-0.009896708515916064
706,2017-02-17,2017-02-24,12.5,AMD,Put,0.08,0.41802,13.13,0.019164955509924708,0.41535341464623443,0.0026665853537655715
712,2017-02-17,2017-03-03,13.0,AMD,Call,0.52,0.43714,13.13,0.038329911019849415,0.44181398530781835,-0.0046739853078183735
713,2017-02-17,2017-03-03,13.5,AMD,Call,0.32,0.45948999999999995,13.13,0.038329911019849415,0.4632954981207159,-0.0038054981207159555
721,2017-02-17,2017-03-17,13.0,AMD,Call,0.77,0.49311000000000005,13.13,0.07665982203969883,0.48582692827039964,0.00728307172960041
722,2017-02-17,2017-03-17,14.0,AMD,Call,0.38,0.49846,13.13,0.07665982203969883,0.48955851212667867,0.008901487873321345
733,2017-02-17,2017-03-10,12.0,AMD,Put,0.18,0.4806,13.13,0.057494866529774126,0.481937692311477,-0.0013376923114769568
741,2017-02-17,2017-03-24,12.0,AMD,Put,0.33,0.50425,13.13,0.09582477754962354,0.4958452558639702,0.008404744136029763
742,2017-02-17,2017-03-24,12.5,AMD,Put,0.5,0.49333999999999995,13.13,0.09582477754962354,0.49161293798533834,0.0017270620146616067
744,2017-02-17,2017-03-24,13.5,AMD,Put,1.05,0.51403,13.13,0.09582477754962354,0.5212848683731873,-0.00725486837318734
809,2017-02-17,2017-02-24,19.5,AGNC,Put,0.23,0.20382,19.49,0.019164955509924708,0.2098389814636913,-0.006018981463691286
813,2017-02-17,2017-03-03,20.0,AGNC,Call,0.02,0.11077000000000001,19.49,0.038329911019849415,0.10407905494503311,0.006690945054966896
838,2017-02-17,2017-03-17,21.0,AGNC,Put,1.71,0.31909,19.49,0.07665982203969883,0.32428224796604,-0.005192247966040009
846,2017-02-17,2017-06-16,21.0,AGNC,Call,0.07,0.09882,19.49,0.3258042436687201,0.10702773848606839,-0.008207738486068386
848,2017-02-17,2017-06-16,19.0,AGNC,Put,0.72,0.21871999999999997,19.49,0.3258042436687201,0.21893839242693602,-0.00021839242693605376
895,2017-02-17,2017-02-24,64.0,AKAM,Call,0.17,0.20385,62.34,0.019164955509924708,0.20382669907121553,2.3300928784469876e-05
898,2017-02-17,2017-02-24,65.5,AKAM,Call,0.03,0.20415999999999998,62.34,0.019164955509924708,0.20482113490288711,-0.0006611349028871338
900,2017-02-17,2017-02-24,66.5,AKAM,Call,0.18,0.37646,62.34,0.019164955509924708,0.3799951628752761,-0.00353516287527611
905,2017-02-17,2017-02-24,59.0,AKAM,Put,0.12,0.30582,62.34,0.019164955509924708,0.30848656395392127,-0.002666563953921286
909,2017-02-17,2017-02-24,61.5,AKAM,Put,0.32,0.18724000000000002,62.34,0.019164955509924708,0.1925156532524862,-0.00527565325248619
934,2017-02-17,2017-03-03,66.5,AKAM,Call,0.1,0.22365,62.34,0.038329911019849415,0.23034291160001985,-0.006692911600019863
953,2017-02-17,2017-03-17,60.0,AKAM,Call,2.95,0.21641,62.34,0.07665982203969883,0.21878690349694907,-0.0023769034969490788
964,2017-02-17,2017-03-24,64.0,AKAM,Call,1.13,0.23085999999999998,62.34,0.09582477754962354,0.2347602141526305,-0.0039002141526305045
968,2017-02-17,2017-03-24,66.0,AKAM,Call,0.43,0.20856999999999998,62.34,0.09582477754962354,0.20780428261787265,0.0007657173821273289
979,2017-02-17,2017-03-03,61.0,AKAM,Put,0.49,0.21779,62.34,0.038329911019849415,0.21336377358238778,0.004426226417612228
993,2017-02-17,2017-03-10,57.5,AKAM,Put,0.17,0.25943,62.34,0.057494866529774126,0.26020054436230666,-0.0007705443623066688
996,2017-02-17,2017-03-10,59.5,AKAM,Put,0.33,0.21855,62.34,0.057494866529774126,0.22028161292837567,-0.0017316129283756754
1000,2017-02-17,2017-03-10,61.5,AKAM,Put,0.86,0.21024,62.34,0.057494866529774126,0.20974017221306085,0.000499827786939161
1001,2017-02-17,2017-03-10,62.0,AKAM,Put,1.09,0.21899999999999997,62.34,0.057494866529774126,0.2120626038959027,0.006937396104097271
1012,2017-02-17,2017-03-17,60.0,AKAM,Put,0.67,0.22625,62.34,0.07665982203969883,0.2336604051379264,-0.007410405137926401
1019,2017-02-17,2017-03-24,59.0,AKAM,Put,0.46,0.21871999999999997,62.34,0.09582477754962354,0.2157449951482714,0.00297500485172858
1020,2017-02-17,2017-03-24,60.0,AKAM,Put,0.8,0.22921999999999998,62.34,0.09582477754962354,0.2295281788246949,-0.00030817882469491575
1027,2017-02-17,2017-03-24,64.0,AKAM,Put,2.6,0.21871999999999997,62.34,0.09582477754962354,0.21284415102854937,0.0058758489714506035
1046,2017-02-17,2017-08-18,67.5,AKAM,Call,3.49,0.30494,62.34,0.49828884325804246,0.3095473860594221,-0.004607386059422125
1081,2017-02-17,2017-06-16,22.5,AKRX,Call,2.2,0.50913,21.780001000000002,0.3258042436687201,0.5034129462001157,0.005717053799884297
1087,2017-02-17,2018-01-19,20.0,AKRX,Call,5.0,0.5111899999999999,21.780001000000002,0.919917864476386,0.5060983682778907,0.005091631722109247
1089,2017-02-17,2018-01-19,20.0,AKRX,Put,3.2,0.51653,21.780001000000002,0.919917864476386,0.5155394050962069,0.0009905949037931627
1100,2017-02-17,2017-09-15,27.5,ALRM,Put,3.1,0.46793,29.27,0.5749486652977412,0.4639002090698351,0.004029790930164923
1128,2017-02-17,2017-02-24,128.0,ALXN,Call,2.44,0.27373000000000003,128.820007,0.019164955509924708,0.2815244896191881,-0.00779448961918805
1145,2017-02-17,2017-02-24,123.0,ALXN,Put,0.45,0.3194,128.820007,0.019164955509924708,0.326052356758738,-0.006652356758737987
1179,2017-02-17,2017-03-10,135.0,ALXN,Call,1.4,0.28449,128.820007,0.057494866529774126,0.29217902665550455,-0.007689026655504527
1181,2017-02-17,2017-03-10,140.0,ALXN,Call,0.6,0.29157,128.820007,0.057494866529774126,0.30060412660532265,-0.009034126605322657
1183,2017-02-17,2017-03-17,125.0,ALXN,Call,6.7,0.33113000000000004,128.820007,0.07665982203969883,0.3215106012794432,0.009619398720556838
1185,2017-02-17,2017-03-17,135.0,ALXN,Call,1.82,0.28664,128.820007,0.07665982203969883,0.2877886991336719,-0.0011486991336718821
1188,2017-02-17,2017-03-24,128.0,ALXN,Call,5.4,0.31079,128.820007,0.09582477754962354,0.3121441993425843,-0.0013541993425842946
1198,2017-02-17,2017-03-03,122.0,ALXN,Put,2.0,0.47678999999999994,128.820007,0.038329911019849415,0.4741455187468101,0.0026444812531898343
1219,2017-02-17,2017-03-17,120.0,ALXN,Put,1.8,0.36346,128.820007,0.07665982203969883,0.36717897637572705,-0.0037189763757270455
1229,2017-02-17,2017-05-19,120.0,ALXN,Call,14.2,0.36611,128.820007,0.24914442162902123,0.3647441972134412,0.0013658027865587896
1231,2017-02-17,2017-05-19,130.0,ALXN,Call,8.0,0.33039,128.820007,0.24914442162902123,0.3304069292062205,-1.6929206220483994e-05
1233,2017-02-17,2017-05-19,140.0,ALXN,Call,4.8,0.35431,128.820007,0.24914442162902123,0.34770756705256745,0.006602432947432568
1234,2017-02-17,2017-05-19,120.0,ALXN,Put,6.0,0.3989,128.820007,0.24914442162902123,0.3983117323514317,0.0005882676485682858
1242,2017-02-17,2017-08-18,135.0,ALXN,Call,10.7,0.35885,128.820007,0.49828884325804246,0.3627728258288708,-0.003922825828870824
1258,2017-02-17,2019-01-18,120.0,ALXN,Call,24.0,0.27424,128.820007,1.9164955509924708,0.2736478162842114,0.0005921837157885634
1267,2017-02-17,2017-03-17,95.0,ALGN,Call,7.2,0.21838000000000002,101.769997,0.07665982203969883,0.22201531573955535,-0.0036353157395553337
1274,2017-02-17,2017-04-21,95.0,ALGN,Call,8.1,0.22491999999999998,101.769997,0.17248459958932238,0.2278843004751262,-0.002964300475126219
1278,2017-02-17,2017-04-21,95.0,ALGN,Put,1.55,0.24313,101.769997,0.17248459958932238,0.25161149162158936,-0.008481491621589343
1286,2017-02-17,2017-07-21,95.0,ALGN,Put,5.1,0.31827,101.769997,0.4216290212183436,0.31936370833136707,-0.0010937083313670715
1288,2017-02-17,2017-07-21,105.0,ALGN,Put,9.6,0.28981,101.769997,0.4216290212183436,0.2997429192328137,-0.009932919232813697
1292,2017-02-17,2017-03-17,50.0,ALKS,Put,0.83,0.43731000000000003,54.57,0.07665982203969883,0.4295475198159703,0.007762480184029752
1293,2017-02-17,2017-03-17,55.0,ALKS,Put,2.63,0.39059,54.57,0.07665982203969883,0.40019808227953135,-0.00960808227953136
1300,2017-02-17,2017-05-19,60.0,ALKS,Put,8.56,0.48318,54.57,0.24914442162902123,0.4813759185344689,0.001804081465531071
1305,2017-02-17,2017-08-18,55.0,ALKS,Put,6.56,0.42100000000000004,54.57,0.49828884325804246,0.41765744193981036,0.003342558060189682
1318,2017-02-17,2017-03-17,175.0,ALGT,Put,8.47,0.35248,171.399994,0.07665982203969883,0.3427117609680873,0.009768239031912707
1325,2017-02-17,2017-04-21,185.0,ALGT,Call,3.4,0.28983000000000003,171.399994,0.17248459958932238,0.28762091205862916,0.0022090879413708686
1358,2017-02-17,2017-03-17,25.0,AMOT,Call,0.5,0.44711999999999996,23.24,0.07665982203969883,0.4409558456245587,0.006164154375441266
1367,2017-02-17,2017-09-15,5.0,ALLT,Put,0.67,0.42546000000000006,4.92,0.5749486652977412,0.4267889845505134,-0.0013289845505133346
1390,2017-02-17,2017-03-17,50.0,ALNY,Put,4.1,0.57655,48.279999,0.07665982203969883,0.5862026102113315,-0.009652610211331458
1398,2017-02-17,2017-10-20,45.0,ALNY,Call,11.44,0.6428699999999999,48.279999,0.6707734428473648,0.6403416982357166,0.002528301764283314
1401,2017-02-17,2018-01-19,50.0,ALNY,Call,11.4,0.6654399999999999,48.279999,0.919917864476386,0.657449644859299,0.0079903551407009
1434,2017-02-17,2017-02-24,820.0,GOOG,Call,9.5,0.0874,828.070007,0.019164955509924708,0.09308744854934148,-0.005687448549341473
1440,2017-02-17,2017-02-24,835.0,GOOG,Call,1.75,0.10106,828.070007,0.019164955509924708,0.09456099891394942,0.006499001086050574
1443,2017-02-17,2017-02-24,842.5,GOOG,Call,0.51,0.09636,828.070007,0.019164955509924708,0.0958380466181562,0.0005219533818437982
1445,2017-02-17,2017-02-24,847.5,GOOG,Call,0.6,0.11710999999999999,828.070007,0.019164955509924708,0.12432882642315335,-0.007218826423153357
1449,2017-02-17,2017-02-24,860.0,GOOG,Call,0.1,0.13591,828.070007,0.019164955509924708,0.13018236037169217,0.005727639628307829
1464,2017-02-17,2017-02-24,770.0,GOOG,Put,0.19,0.24996999999999997,828.070007,0.019164955509924708,0.252637363228133,-0.002667363228133046
1465,2017-02-17,2017-02-24,772.5,GOOG,Put,0.1,0.21871999999999997,828.070007,0.019164955509924708,0.22196618221642084,-0.0032461822164208676
1471,2017-02-17,2017-02-24,787.5,GOOG,Put,0.85,0.2487,828.070007,0.019164955509924708,0.24617654133180722,0.002523458668192785
1473,2017-02-17,2017-02-24,792.5,GOOG,Put,0.16,0.15367999999999998,828.070007,0.019164955509924708,0.1603303294541557,-0.006650329454155723
1474,2017-02-17,2017-02-24,795.0,GOOG,Put,0.25,0.1634,828.070007,0.019164955509924708,0.16246815481281474,0.000931845187185254
1475,2017-02-17,2017-02-24,797.5,GOOG,Put,0.51,0.17761,828.070007,0.019164955509924708,0.1752672372822427,0.0023427627177572963
1478,2017-02-17,2017-02-24,805.0,GOOG,Put,0.35,0.11971,828.070007,0.019164955509924708,0.1290839986904767,-0.009373998690476712
1481,2017-02-17,2017-02-24,812.5,GOOG,Put,0.94,0.12759,828.070007,0.019164955509924708,0.12380896318063705,0.003781036819362954
1483,2017-02-17,2017-02-24,817.5,GOOG,Put,1.35,0.1021,828.070007,0.019164955509924708,0.1091137411276587,-0.007013741127658707
1484,2017-02-17,2017-02-24,820.0,GOOG,Put,2.13,0.11406,828.070007,0.019164955509924708,0.11480132139695443,-0.0007413213969544308
1485,2017-02-17,2017-02-24,822.5,GOOG,Put,2.8,0.10825,828.070007,0.019164955509924708,0.11273284580966092,-0.004482845809660921
1486,2017-02-17,2017-02-24,825.0,GOOG,Put,3.53,0.10511,828.070007,0.019164955509924708,0.1083525061403644,-0.0032425061403644068
1487,2017-02-17,2017-02-24,827.5,GOOG,Put,4.9,0.10994000000000001,828.070007,0.019164955509924708,0.11414747299568362,-0.004207472995683609
1512,2017-02-17,2017-03-03,807.5,GOOG,Call,22.0,0.10804000000000001,828.070007,0.038329911019849415,0.11719055379217125,-0.009150553792171237
1515,2017-02-17,2017-03-03,815.0,GOOG,Call,15.4,0.11137000000000001,828.070007,0.038329911019849415,0.10675864883524,0.004611351164760011
1517,2017-02-17,2017-03-03,820.0,GOOG,Call,12.0,0.11345,828.070007,0.038329911019849415,0.11103727876616276,0.002412721233837234
1518,2017-02-17,2017-03-03,822.5,GOOG,Call,10.8,0.11345,828.070007,0.038329911019849415,0.11784187408920943,-0.0043918740892094354
1519,2017-02-17,2017-03-03,825.0,GOOG,Call,8.9,0.11815,828.070007,0.038329911019849415,0.11108788872661635,0.007062111273383659
1520,2017-02-17,2017-03-03,827.5,GOOG,Call,7.11,0.10742,828.070007,0.038329911019849415,0.10425012638734288,0.003169873612657123
1521,2017-02-17,2017-03-03,830.0,GOOG,Call,6.5,0.11531,828.070007,0.038329911019849415,0.1135475291084741,0.0017624708915258969
1524,2017-02-17,2017-03-03,837.5,GOOG,Call,3.4,0.1021,828.070007,0.038329911019849415,0.10904447255598015,-0.006944472555980158
1525,2017-02-17,2017-03-03,840.0,GOOG,Call,2.7,0.11667999999999999,828.070007,0.038329911019849415,0.10874410225369602,0.007935897746303974
