,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
1710,2017-02-17,2017-03-17,830.0,GOOG,Put,12.98,0.13205,828.070007,0.07665982203969883,0.13279106955813308,-0.0007410695581330784
1724,2017-02-17,2017-03-24,760.0,GOOG,Put,1.2,0.18070999999999998,828.070007,0.09582477754962354,0.18136368754745832,-0.0006536875474583426
1795,2017-02-17,2017-04-21,815.0,GOOG,Put,15.1,0.15627,828.070007,0.17248459958932238,0.15644116621963383,-0.00017116621963383927
1801,2017-02-17,2017-04-21,845.0,GOOG,Put,30.8,0.15688,828.070007,0.17248459958932238,0.15699390309178876,-0.00011390309178876956
1812,2017-02-17,2017-06-16,775.0,GOOG,Call,58.8,0.11782000000000001,828.070007,0.3258042436687201,0.11838948249518154,-0.0005694824951815308
1850,2017-02-17,2017-06-16,800.0,GOOG,Put,20.0,0.1754,828.070007,0.3258042436687201,0.17611632337630023,-0.0007163233763002319
1851,2017-02-17,2017-06-16,805.0,GOOG,Put,22.44,0.17936,828.070007,0.3258042436687201,0.17887777872480307,0.0004822212751969257
1911,2017-02-17,2017-09-15,795.0,GOOG,Put,33.0,0.19777999999999998,828.070007,0.5749486652977412,0.19865711012546572,-0.0008771101254657354
2008,2017-02-17,2017-02-24,837.5,GOOGL,Call,10.59,0.10022,846.5499880000001,0.019164955509924708,0.1004940082233223,-0.00027400822332229735
2090,2017-02-17,2017-03-03,837.5,GOOGL,Call,13.45,0.12195999999999999,846.5499880000001,0.038329911019849415,0.12191924485604175,4.075514395823765e-05
2102,2017-02-17,2017-03-03,867.5,GOOGL,Call,1.47,0.11667999999999999,846.5499880000001,0.038329911019849415,0.11726111892828757,-0.0005811189282875773
2133,2017-02-17,2017-03-10,832.5,GOOGL,Call,18.53,0.12155,846.5499880000001,0.057494866529774126,0.12165029733996507,-0.00010029733996506918
2137,2017-02-17,2017-03-10,842.5,GOOGL,Call,10.5,0.10213,846.5499880000001,0.057494866529774126,0.10121339177874047,0.0009166082212595239
2183,2017-02-17,2017-03-17,900.0,GOOGL,Call,0.64,0.13168,846.5499880000001,0.07665982203969883,0.13219758767840376,-0.0005175876784037636
2214,2017-02-17,2017-03-24,870.0,GOOGL,Call,4.11,0.11707000000000001,846.5499880000001,0.09582477754962354,0.11665300044537646,0.00041699955462354277
2267,2017-02-17,2017-03-10,792.5,GOOGL,Put,1.2,0.19037,846.5499880000001,0.057494866529774126,0.18956565602799505,0.0008043439720049617
2337,2017-02-17,2017-03-24,815.0,GOOGL,Put,4.16,0.14627,846.5499880000001,0.09582477754962354,0.14656714201509993,-0.00029714201509992155
2350,2017-02-17,2017-03-24,855.0,GOOGL,Put,20.7,0.15499000000000002,846.5499880000001,0.09582477754962354,0.15582611967926577,-0.000836119679265751
2382,2017-02-17,2017-04-21,915.0,GOOGL,Call,2.25,0.14102,846.5499880000001,0.17248459958932238,0.1405059516931227,0.0005140483068773183
2401,2017-02-17,2017-04-21,840.0,GOOGL,Put,18.2,0.1546,846.5499880000001,0.17248459958932238,0.15499691541475574,-0.0003969154147557552
2416,2017-02-17,2017-06-16,785.0,GOOGL,Call,66.33,0.11885,846.5499880000001,0.3258042436687201,0.11863655238864054,0.00021344761135945467
2476,2017-02-17,2017-06-16,915.0,GOOGL,Put,82.8,0.20412,846.5499880000001,0.3258042436687201,0.20426967323260223,-0.0001496732326022321
2717,2017-02-17,2017-02-24,845.0,AMZN,Call,6.02,0.12780999999999998,845.070007,0.019164955509924708,0.12737427082054645,0.0004357291794535312
2731,2017-02-17,2017-02-24,880.0,AMZN,Call,0.25,0.15888,845.070007,0.019164955509924708,0.15927759029072439,-0.0003975902907243922
2771,2017-02-17,2017-02-24,832.5,AMZN,Put,2.15,0.14372000000000001,845.070007,0.019164955509924708,0.14347403723670124,0.00024596276329877376
2898,2017-02-17,2017-03-17,860.0,AMZN,Call,8.85,0.15924000000000002,845.070007,0.07665982203969883,0.1597177107807442,-0.00047771078074418383
2943,2017-02-17,2017-03-24,870.0,AMZN,Call,8.0,0.16716,845.070007,0.09582477754962354,0.1663453505765348,0.000814649423465208
2969,2017-02-17,2017-03-03,812.5,AMZN,Put,1.74,0.1745,845.070007,0.038329911019849415,0.17460853028684636,-0.00010853028684637556
3022,2017-02-17,2017-03-10,850.0,AMZN,Put,16.0,0.16622,845.070007,0.057494866529774126,0.1668979603819637,-0.0006779603819636881
3118,2017-02-17,2017-04-21,895.0,AMZN,Call,8.69,0.18311,845.070007,0.17248459958932238,0.18241889174923268,0.0006911082507673194
3167,2017-02-17,2017-06-16,900.0,AMZN,Call,23.6,0.22960999999999998,845.070007,0.3258042436687201,0.22899479539521844,0.0006152046047815385
3403,2017-02-17,2017-02-24,54.0,AMBA,Put,0.4,0.31911999999999996,55.470001,0.019164955509924708,0.31868698496109565,0.00043301503890430526
3428,2017-02-17,2017-03-03,57.5,AMBA,Call,1.4,0.51389,55.470001,0.038329911019849415,0.5143903586596547,-0.0005003586596546983
3432,2017-02-17,2017-03-03,61.0,AMBA,Call,0.53,0.50852,55.470001,0.038329911019849415,0.5094962319699573,-0.0009762319699573307
3470,2017-02-17,2017-03-03,51.0,AMBA,Put,0.74,0.56037,55.470001,0.038329911019849415,0.5598137077278119,0.0005562922721881192
3472,2017-02-17,2017-03-03,52.0,AMBA,Put,1.05,0.57129,55.470001,0.038329911019849415,0.5721887050817842,-0.0008987050817842457
3487,2017-02-17,2017-03-10,53.5,AMBA,Put,1.68,0.49055,55.470001,0.057494866529774126,0.48979623954918833,0.000753760450811658
3616,2017-02-17,2017-02-24,47.0,AAL,Put,0.69,0.24996999999999997,46.91,0.019164955509924708,0.24926758028599214,0.0007024197140078348
3659,2017-02-17,2017-03-10,50.5,AAL,Call,0.23,0.28153,46.91,0.057494866529774126,0.28126603500346364,0.00026396499653635885
3728,2017-02-17,2017-03-24,43.5,AAL,Put,0.52,0.30889,46.91,0.09582477754962354,0.3079082550801376,0.000981744919862415
3891,2017-02-17,2017-03-03,177.5,AMGN,Call,0.62,0.15186,173.28999299999998,0.038329911019849415,0.15128816004227194,0.0005718399577280542
3906,2017-02-17,2017-03-17,165.0,AMGN,Call,9.11,0.18275,173.28999299999998,0.07665982203969883,0.18374747160289265,-0.0009974716028926522
3908,2017-02-17,2017-03-17,175.0,AMGN,Call,2.85,0.18829,173.28999299999998,0.07665982203969883,0.18784463158794032,0.00044536841205969346
4041,2017-02-17,2017-09-15,10.0,AMKR,Put,1.5,0.51176,10.05,0.5749486652977412,0.5114200289215297,0.0003399710784702803
4077,2017-02-17,2017-03-17,80.0,ADI,Put,1.05,0.23045,82.480003,0.07665982203969883,0.23048165546099544,-3.1655460995455575e-05
4217,2017-02-17,2017-02-24,136.0,AAPL,Call,0.87,0.13276,135.720001,0.019164955509924708,0.1329894543477817,-0.00022945434778171014
4236,2017-02-17,2017-02-24,128.0,AAPL,Put,0.04,0.21871999999999997,135.720001,0.019164955509924708,0.21870677391920376,1.3226080796208128e-05
4303,2017-02-17,2017-03-17,145.0,AAPL,Call,0.23,0.16779000000000002,135.720001,0.07665982203969883,0.16763579440058285,0.00015420559941717316
4329,2017-02-17,2017-03-03,124.0,AAPL,Put,0.08,0.24996999999999997,135.720001,0.038329911019849415,0.24999814215283772,-2.8142152837751233e-05
4382,2017-02-17,2017-03-24,135.0,AAPL,Put,2.33,0.16118,135.720001,0.09582477754962354,0.1618287101501996,-0.0006487101501995995
4395,2017-02-17,2017-04-21,130.0,AAPL,Put,1.52,0.17010999999999998,135.720001,0.17248459958932238,0.16974633521668803,0.0003636647833119566
4550,2017-02-17,2017-03-24,38.0,AMAT,Call,0.18,0.19891,35.669998,0.09582477754962354,0.1982669838019063,0.0006430161980937044
4582,2017-02-17,2017-03-24,36.0,AMAT,Put,1.1,0.21156,35.669998,0.09582477754962354,0.21143869851923816,0.00012130148076183733
4591,2017-02-17,2017-04-21,38.0,AMAT,Call,0.47,0.21511999999999998,35.669998,0.17248459958932238,0.21498994970351992,0.0001300502964800554
4790,2017-02-17,2017-04-21,120.0,ASML,Put,2.35,0.24983000000000002,126.879997,0.17248459958932238,0.2495952721298873,0.000234727870112722
4923,2017-02-17,2017-09-15,120.0,ATHN,Call,11.6,0.33261999999999997,118.959999,0.5749486652977412,0.331834710259592,0.0007852897404079795
4961,2017-02-17,2017-03-17,55.0,AAWW,Put,3.0,0.38491,53.700001,0.07665982203969883,0.38410603176444735,0.0008039682355526212
5105,2017-02-17,2018-01-19,105.0,ADP,Call,4.4,0.16844,99.68,0.919917864476386,0.1675186575927598,0.0009213424072402054
5113,2017-02-17,2019-01-18,92.5,ADP,Call,10.85,0.11406,99.68,1.9164955509924708,0.11325971551977992,0.0008002844802200704
5160,2017-02-17,2017-05-19,35.0,CAR,Call,2.65,0.47115,33.759997999999996,0.24914442162902123,0.4707200803089425,0.00042991969105748984
5293,2017-02-17,2017-03-24,182.5,BIDU,Call,7.7,0.27449,185.169998,0.09582477754962354,0.2743201566026821,0.00016984339731790365
5330,2017-02-17,2017-03-24,170.0,BIDU,Put,1.83,0.31751999999999997,185.169998,0.09582477754962354,0.31731974865999,0.00020025134000994926
5432,2017-02-17,2017-06-16,10.0,BOCH,Put,0.45,0.30684,10.6,0.3258042436687201,0.3061466797837569,0.0006933202162430763
5599,2017-02-17,2017-08-18,40.0,BBBY,Put,2.7,0.28841,41.139998999999996,0.49828884325804246,0.28818824089557304,0.00022175910442695512
5834,2017-02-17,2017-07-21,290.0,BIIB,Put,24.5,0.32405,288.940002,0.4216290212183436,0.32466618440932576,-0.0006161844093257596
5853,2017-02-17,2018-01-19,280.0,BIIB,Put,31.5,0.337,288.940002,0.919917864476386,0.3365119752730061,0.00048802472699394084
5932,2017-02-17,2017-05-19,27.0,BEAT,Put,3.54,0.46466999999999997,24.950001,0.24914442162902123,0.4652198412003977,-0.0005498412003977493
6062,2017-02-17,2017-03-17,80.0,BLUE,Put,7.2,0.6523899999999999,77.099998,0.07665982203969883,0.6522478223380188,0.00014217766198110215
6082,2017-02-17,2018-01-19,80.0,BLUE,Put,20.0,0.63372,77.099998,0.919917864476386,0.6335050582410265,0.00021494175897340817
6100,2017-02-17,2017-04-21,35.0,BNCN,Call,2.4,0.24996999999999997,36.549999,0.17248459958932238,0.24951092613220413,0.0004590738677958395
6236,2017-02-17,2017-03-17,230.0,AVGO,Call,0.95,0.27007,210.41000400000001,0.07665982203969883,0.27004958895447106,2.041104552891193e-05
6246,2017-02-17,2017-03-24,225.0,AVGO,Call,1.89,0.25322,210.41000400000001,0.09582477754962354,0.2539100007836585,-0.0006900007836584954
6298,2017-02-17,2017-06-16,190.0,AVGO,Put,6.2,0.31251,210.41000400000001,0.3258042436687201,0.3129210183375088,-0.0004110183375087839
6495,2017-02-17,2018-01-19,72.5,CHRW,Put,4.7,0.26600999999999997,79.059998,0.919917864476386,0.26558176072854667,0.0004282392714533012
6496,2017-02-17,2018-01-19,75.0,CHRW,Put,5.8,0.26666999999999996,79.059998,0.919917864476386,0.2661985859876121,0.00047141401238787184
6510,2017-02-17,2017-03-17,30.0,CA,Put,0.15,0.23326999999999998,32.09,0.07665982203969883,0.23227078794678607,0.0009992120532139048
6526,2017-02-17,2017-05-19,33.0,CA,Put,2.05,0.24334,32.09,0.24914442162902123,0.24375160561904968,-0.00041160561904968196
6571,2017-02-17,2017-05-19,29.0,CDNS,Put,1.05,0.27059,30.200001,0.24914442162902123,0.2705541286340884,3.587136591159945e-05
6575,2017-02-17,2017-08-18,29.0,CDNS,Call,2.45,0.20888,30.200001,0.49828884325804246,0.20927070098039102,-0.0003907009803910122
6723,2017-02-17,2017-03-24,38.0,CALM,Put,1.2,0.31883,38.650002,0.09582477754962354,0.31939017781587387,-0.0005601778158738635
6792,2017-02-17,2017-03-17,13.0,CSIQ,Put,0.5,0.64261,14.12,0.07665982203969883,0.6418617124557052,0.00074828754429479
6799,2017-02-17,2017-04-21,13.0,CSIQ,Put,0.8,0.57496,14.12,0.17248459958932238,0.5749066415913622,5.335840863784913e-05
6875,2017-02-17,2017-03-17,15.0,CTRE,Call,0.65,0.27297,15.34,0.07665982203969883,0.272527192083469,0.00044280791653100726
6898,2017-02-17,2017-07-21,35.0,CRZO,Put,5.1,0.46874,33.09,0.4216290212183436,0.46923364090791403,-0.0004936409079140391
7014,2017-02-17,2018-01-19,75.0,CBOE,Put,4.1,0.22906999999999997,80.940002,0.919917864476386,0.22847654501615772,0.0005934549838422509
7077,2017-02-17,2017-02-24,116.0,CELG,Put,0.12,0.21871999999999997,121.160004,0.019164955509924708,0.21859229356602128,0.00012770643397869152
7116,2017-02-17,2017-03-10,117.0,CELG,Call,4.88,0.18989,121.160004,0.057494866529774126,0.19037430343752376,-0.0004843034375237587
7399,2017-02-17,2017-02-24,340.0,CHTR,Call,1.48,0.32082,326.549988,0.019164955509924708,0.32180272185430947,-0.0009827218543094762
7548,2017-02-17,2018-01-19,310.0,CHTR,Put,26.2,0.28536999999999996,326.549988,0.919917864476386,0.28440825197151265,0.0009617480284873081
7578,2017-02-17,2017-04-21,95.0,CHKP,Put,1.26,0.21871999999999997,101.209999,0.17248459958932238,0.21893675468588564,-0.00021675468588566726
7627,2017-02-17,2017-03-17,100.0,PLCE,Put,4.1,0.38449,100.25,0.07665982203969883,0.3838694959670459,0.0006205040329541056
7638,2017-02-17,2017-06-16,97.5,PLCE,Put,6.5,0.35135,100.25,0.3258042436687201,0.35038453079301773,0.0009654692069822612
7709,2017-02-17,2017-06-16,150.0,CHDN,Call,7.5,0.12480999999999999,155.100006,0.3258042436687201,0.12424668418033158,0.0005633158196684113
7748,2017-02-17,2017-03-17,70.0,CINF,Put,0.5,0.18648,72.66999799999999,0.07665982203969883,0.18686752595552422,-0.000387525955524215
7768,2017-02-17,2017-05-19,130.0,CTAS,Call,0.35,0.13539,118.610001,0.24914442162902123,0.1352369544582249,0.0001530455417751153
7802,2017-02-17,2017-02-24,51.0,CRUS,Put,0.19,0.48312,55.330002,0.019164955509924708,0.48221207318458764,0.0009079268154123521
7952,2017-02-17,2017-02-24,34.0,CSCO,Call,0.08,0.09617,33.740002000000004,0.019164955509924708,0.09622606938148982,-5.606938148981777e-05
7954,2017-02-17,2017-02-24,35.0,CSCO,Call,0.02,0.16864,33.740002000000004,0.019164955509924708,0.16832442115553445,0.00031557884446556383
7971,2017-02-17,2017-03-03,33.0,CSCO,Call,0.77,0.08481,33.740002000000004,0.038329911019849415,0.08563722760541688,-0.0008272276054168831
8012,2017-02-17,2017-03-03,33.0,CSCO,Put,0.09,0.13037,33.740002000000004,0.038329911019849415,0.13076903703424456,-0.0003990370342445426
8044,2017-02-17,2017-04-21,36.0,CSCO,Call,0.08,0.11912,33.740002000000004,0.17248459958932238,0.11927743277863598,-0.00015743277863597416
8073,2017-02-17,2017-06-16,33.0,CSCO,Put,1.09,0.19091,33.740002000000004,0.3258042436687201,0.19140411769819246,-0.0004941176981924644
8099,2017-02-17,2017-10-20,32.0,CSCO,Put,1.6,0.22553,33.740002000000004,0.6707734428473648,0.2253172653569598,0.00021273464304019662
8353,2017-02-17,2017-03-17,75.0,CGNX,Call,3.15,0.28118000000000004,76.440002,0.07665982203969883,0.2802354108449641,0.0009445891550359242
8533,2017-02-17,2017-03-17,175.0,COHR,Put,1.6,0.37075,193.600006,0.07665982203969883,0.3699710986736134,0.0007789013263866384
8574,2017-02-17,2017-07-21,22.5,CLCT,Put,1.5,0.3039,23.049999,0.4216290212183436,0.3029998362253499,0.0009001637746501312
8580,2017-02-17,2017-04-21,45.0,CLCD,Put,0.1,0.07193,46.400002,0.17248459958932238,0.07138130379993825,0.0005486962000617462
8729,2017-02-17,2017-03-24,71.0,CMCSA,Put,0.22,0.16435,75.32,0.09582477754962354,0.16399477582446342,0.0003552241755365726
8785,2017-02-17,2017-08-18,77.5,CMCSA,Call,2.8,0.17339000000000002,75.32,0.49828884325804246,0.1727105519648731,0.0006794480351269283
8835,2017-02-17,2017-08-18,65.0,CBSH,Call,0.55,0.13796,59.119999,0.49828884325804246,0.13763292311196462,0.00032707688803537693
9052,2017-02-17,2017-08-18,35.0,CORE,Call,2.1,0.31325,32.939999,0.49828884325804246,0.3129691948037098,0.0002808051962901459
9152,2017-02-17,2017-03-10,160.0,COST,Put,0.24,0.2494,175.860001,0.057494866529774126,0.24912691608300483,0.00027308391699518153
9177,2017-02-17,2017-04-21,175.0,COST,Call,5.13,0.15858,175.860001,0.17248459958932238,0.15859484144532207,-1.4841445322072433e-05
9213,2017-02-17,2017-07-21,180.0,COST,Put,9.4,0.15965,175.860001,0.4216290212183436,0.1600873666368065,-0.00043736663680651877
9244,2017-02-17,2019-01-18,185.0,COST,Put,28.85,0.25348000000000004,175.860001,1.9164955509924708,0.25333120698122163,0.00014879301877840367
9659,2017-02-17,2017-03-24,49.0,CTRP,Call,0.75,0.34067,45.630001,0.09582477754962354,0.3412742620468321,-0.0006042620468321158
9862,2017-02-17,2017-07-21,55.0,CYBR,Put,6.5,0.37899,52.549999,0.4216290212183436,0.3783350386701712,0.0006549613298287849
9892,2017-02-17,2017-06-16,12.0,CY,Call,1.44,0.32124,12.9,0.3258042436687201,0.3207873088863233,0.00045269111367673975
9953,2017-02-17,2017-07-21,55.0,PLAY,Call,6.5,0.31839,58.189999,0.4216290212183436,0.31896392125340906,-0.0005739212534090488
10062,2017-02-17,2017-03-17,110.0,FANG,Call,2.35,0.28099,107.629997,0.07665982203969883,0.2819659171874633,-0.00097591718746326
10075,2017-02-17,2017-06-16,100.0,FANG,Put,4.0,0.30746,107.629997,0.3258042436687201,0.30698919916346545,0.0004708008365345573
10323,2017-02-17,2018-01-19,82.5,DLTR,Put,10.3,0.29796,80.0,0.919917864476386,0.29765236663501404,0.0003076333649859597
10604,2017-02-17,2017-02-24,34.0,EBAY,Call,0.21,0.16744,33.759997999999996,0.019164955509924708,0.16797742257592813,-0.0005374225759281204
10651,2017-02-17,2017-03-17,36.0,EBAY,Call,0.1,0.1894,33.759997999999996,0.07665982203969883,0.19002882723483128,-0.000628827234831264
10670,2017-02-17,2017-03-03,33.5,EBAY,Put,0.38,0.19016,33.759997999999996,0.038329911019849415,0.19114642282968944,-0.0009864228296894428
10688,2017-02-17,2017-03-17,34.0,EBAY,Put,0.84,0.19237,33.759997999999996,0.07665982203969883,0.19267909246386358,-0.0003090924638635695
10689,2017-02-17,2017-03-17,35.0,EBAY,Put,1.5,0.19114,33.759997999999996,0.07665982203969883,0.19184054512912221,-0.0007005451291222098
10783,2017-02-17,2017-05-19,25.0,EDIT,Put,3.92,0.87844,26.02,0.24914442162902123,0.8788904704167776,-0.00045047041677759303
10860,2017-02-17,2017-02-24,82.0,EA,Put,0.07,0.27781,87.300003,0.019164955509924708,0.2775999170936593,0.00021008290634072502
10968,2017-02-17,2017-03-10,85.5,EA,Put,0.95,0.20631,87.300003,0.057494866529774126,0.20691235292349613,-0.0006023529234961411
11090,2017-02-17,2017-02-24,12.5,ENDP,Put,0.15,0.52441,13.08,0.019164955509924708,0.5244386643689102,-2.866436891013624e-05
11229,2017-02-17,2017-03-17,27.0,ESPR,Call,2.0,1.00901,25.0,0.07665982203969883,1.0090046794227734,5.320577226575196e-06
11275,2017-02-17,2017-08-18,85.0,EEFT,Call,3.5,0.2038,81.91999799999999,0.49828884325804246,0.20461675881251284,-0.0008167588125128356
11373,2017-02-17,2017-02-24,127.0,EXPE,Call,0.27,0.34347,119.410004,0.019164955509924708,0.3434880835375924,-1.8083537592417098e-05
11735,2017-02-17,2017-05-19,70.0,ESRX,Put,3.45,0.24982,69.970001,0.24914442162902123,0.24992130590110426,-0.00010130590110427051
11924,2017-02-17,2018-01-19,150.0,FFIV,Put,21.0,0.32011,143.350006,0.919917864476386,0.32029640671375215,-0.0001864067137521408
11950,2017-02-17,2017-02-24,134.0,FB,Call,0.74,0.12855,133.529999,0.019164955509924708,0.1287563926623215,-0.00020639266232150288
12025,2017-02-17,2017-03-10,133.0,FB,Call,2.27,0.15528,133.529999,0.057494866529774126,0.15479151293641777,0.0004884870635822325
12027,2017-02-17,2017-03-10,135.0,FB,Call,1.36,0.15533,133.529999,0.057494866529774126,0.15531811178344104,1.1888216558952891e-05
12060,2017-02-17,2017-03-24,137.0,FB,Call,1.42,0.16701,133.529999,0.09582477754962354,0.167627524682089,-0.0006175246820890046
12073,2017-02-17,2017-03-03,124.0,FB,Put,0.1,0.22125,133.529999,0.038329911019849415,0.22188535997403422,-0.0006353599740342164
12086,2017-02-17,2017-03-03,137.0,FB,Put,3.93,0.15912,133.529999,0.038329911019849415,0.15847938693594935,0.0006406130640506658
12089,2017-02-17,2017-03-03,140.0,FB,Put,6.49,0.1325,133.529999,0.038329911019849415,0.13165295325451187,0.0008470467454881336
12102,2017-02-17,2017-03-10,131.0,FB,Put,1.15,0.1735,133.529999,0.057494866529774126,0.17388629896566885,-0.0003862989656688576
12132,2017-02-17,2017-03-24,134.0,FB,Put,2.97,0.1674,133.529999,0.09582477754962354,0.16727858202513277,0.00012141797486722727
12175,2017-02-17,2017-12-15,135.0,FB,Put,12.5,0.2494,133.529999,0.8240930869267625,0.2485875213187702,0.0008124786812298002
12234,2017-02-17,2017-05-19,47.0,FAST,Put,1.1,0.26263000000000003,50.709998999999996,0.24914442162902123,0.2630181911709984,-0.0003881911709983643
12380,2017-02-17,2017-03-17,35.0,FNSR,Put,2.95,0.60187,33.75,0.07665982203969883,0.600960991883895,0.0009090081161050589
12673,2017-02-17,2017-09-15,35.0,FSLR,Put,5.28,0.50121,34.84,0.5749486652977412,0.500729528407474,0.0004804715925260661
12739,2017-02-17,2017-03-17,120.0,FISV,Call,0.06,0.13722,111.980003,0.07665982203969883,0.13673418733359782,0.00048581266640218557
12982,2017-02-17,2018-01-19,35.0,FTNT,Put,3.5,0.34051,37.459998999999996,0.919917864476386,0.3410444061727059,-0.0005344061727059479
13044,2017-02-17,2017-03-17,19.0,FOSL,Put,0.34,0.44258000000000003,20.73,0.07665982203969883,0.4433309508374739,-0.000750950837473896
13087,2017-02-17,2017-09-15,25.0,FMI,Put,5.3,0.6825600000000001,24.4,0.5749486652977412,0.6819270692263578,0.0006329307736422374
13192,2017-02-17,2017-04-21,34.0,GLPI,Call,0.15,0.14640999999999998,31.879998999999998,0.17248459958932238,0.14546283981844843,0.000947160181551554
13243,2017-02-17,2019-01-18,50.0,GRMN,Put,9.7,0.37629,50.810001,1.9164955509924708,0.3771234197768911,-0.0008334197768911089
13322,2017-02-17,2017-02-24,74.0,GILD,Call,0.05,0.24996999999999997,69.849998,0.019164955509924708,0.2504594855116448,-0.0004894855116448493
13430,2017-02-17,2017-03-24,71.5,GILD,Call,1.03,0.19722,69.849998,0.09582477754962354,0.19696758127760794,0.0002524187223920671
13432,2017-02-17,2017-03-24,72.5,GILD,Call,0.71,0.19497,69.849998,0.09582477754962354,0.1944874812256804,0.0004825187743195958
13448,2017-02-17,2017-03-03,66.5,GILD,Put,0.18,0.21871999999999997,69.849998,0.038329911019849415,0.2185783164906826,0.00014168350931736962
13481,2017-02-17,2017-03-10,70.0,GILD,Put,1.45,0.20670999999999998,69.849998,0.057494866529774126,0.20697326240710046,-0.00026326240710047855
