,cDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice
29,2016-11-15,2016-12-16,12.0,CSIQ,Put,0.18,0.6319899999999999,11.73
30,2016-11-15,2016-12-16,12.5,CSIQ,Put,0.33,0.45557,11.73
31,2016-11-15,2016-12-16,13.0,CSIQ,Put,0.6,0.54497,11.73
32,2016-11-15,2016-12-16,13.5,CSIQ,Put,0.75,0.57739,11.73
33,2016-11-15,2016-12-23,11.5,CSIQ,Put,0.3,0.5986199999999999,11.73
34,2016-11-15,2016-12-23,12.0,CSIQ,Put,1.7,0.57134,11.73
35,2016-11-15,2016-12-23,12.5,CSIQ,Put,1.3,0.51636,11.73
36,2016-11-15,2016-12-30,11.5,CSIQ,Put,0.82,0.57026,11.73
37,2016-11-15,2016-12-30,12.0,CSIQ,Put,0.7,0.52974,11.73
38,2016-11-15,2017-01-06,12.0,CSIQ,Call,1.0,0.5756,11.73
39,2016-11-15,2017-01-06,12.5,CSIQ,Call,0.67,0.58806,11.73
40,2016-11-15,2017-01-06,13.5,CSIQ,Call,0.42,0.5695899999999999,11.73
41,2016-11-15,2017-01-13,12.5,CSIQ,Call,0.65,0.55771,11.73
42,2016-11-15,2017-01-13,13.0,CSIQ,Call,0.75,0.48871000000000003,11.73
43,2016-11-15,2017-01-20,12.0,CSIQ,Call,1.3,0.5324,11.73
44,2016-11-15,2017-01-20,13.0,CSIQ,Call,0.75,0.5115,11.73
45,2016-11-15,2017-01-27,13.0,CSIQ,Call,0.8,0.45671000000000006,11.73
46,2016-11-15,2017-01-06,11.5,CSIQ,Put,0.9,0.58631,11.73
47,2016-11-15,2017-01-06,12.0,CSIQ,Put,0.9,0.53065,11.73
48,2016-11-15,2017-01-13,11.5,CSIQ,Put,0.45,0.61349,11.73
49,2016-11-15,2017-01-20,12.0,CSIQ,Put,0.65,0.5483600000000001,11.73
50,2016-11-15,2017-01-20,13.0,CSIQ,Put,1.13,0.49612,11.73
51,2016-11-15,2017-04-21,12.0,CSIQ,Call,2.25,0.5582600000000001,11.73
52,2016-11-15,2017-04-21,13.0,CSIQ,Call,1.81,0.5331100000000001,11.73
53,2016-11-15,2017-04-21,12.0,CSIQ,Put,1.45,0.58877,11.73
54,2016-11-15,2017-04-21,13.0,CSIQ,Put,2.0,0.6562100000000001,11.73
55,2016-11-15,2017-07-21,12.0,CSIQ,Call,1.9,0.59135,11.73
56,2016-11-15,2017-07-21,13.0,CSIQ,Call,1.6,0.5167,11.73
57,2016-11-15,2017-07-21,12.0,CSIQ,Put,1.95,0.68738,11.73
58,2016-11-15,2017-07-21,13.0,CSIQ,Put,2.7,0.60648,11.73
59,2016-11-15,2018-01-19,13.0,CSIQ,Call,2.75,0.51249,11.73
60,2016-11-15,2018-01-19,13.0,CSIQ,Put,3.3,0.63003,11.73
61,2016-11-15,2019-01-18,12.0,CSIQ,Call,4.8,0.56909,11.73
62,2016-11-15,2019-01-18,12.0,CSIQ,Put,3.94,0.67267,11.73
63,2016-11-15,2016-12-16,115.0,DNB,Call,7.32,0.49399,116.940002
64,2016-11-15,2016-12-16,120.0,DNB,Call,3.98,0.19625,116.940002
65,2016-11-15,2016-12-16,125.0,DNB,Call,1.0,0.18858,116.940002
66,2016-11-15,2016-12-16,130.0,DNB,Call,0.22,0.24936,116.940002
67,2016-11-15,2016-12-16,135.0,DNB,Call,0.09,0.35963,116.940002
68,2016-11-15,2016-12-16,115.0,DNB,Put,2.3,0.34079,116.940002
69,2016-11-15,2016-12-16,120.0,DNB,Put,0.95,0.20934,116.940002
70,2016-11-15,2016-12-16,125.0,DNB,Put,1.65,0.2162,116.940002
71,2016-11-15,2017-01-20,120.0,DNB,Call,4.0,0.18516,116.940002
72,2016-11-15,2017-01-20,125.0,DNB,Call,2.35,0.18869,116.940002
73,2016-11-15,2017-01-20,130.0,DNB,Call,1.05,0.14851,116.940002
74,2016-11-15,2017-01-20,115.0,DNB,Put,1.15,0.21718,116.940002
75,2016-11-15,2017-01-20,120.0,DNB,Put,1.85,0.21056,116.940002
76,2016-11-15,2017-02-17,115.0,DNB,Call,8.56,0.20799,116.940002
77,2016-11-15,2017-02-17,120.0,DNB,Call,5.0,0.21104,116.940002
78,2016-11-15,2017-02-17,125.0,DNB,Call,4.42,0.22701999999999997,116.940002
79,2016-11-15,2017-02-17,130.0,DNB,Call,15.0,0.2056,116.940002
80,2016-11-15,2017-02-17,135.0,DNB,Call,3.15,0.225,116.940002
81,2016-11-15,2017-02-17,115.0,DNB,Put,4.7,0.29347,116.940002
82,2016-11-15,2017-02-17,120.0,DNB,Put,4.5,0.23213000000000003,116.940002
83,2016-11-15,2017-02-17,125.0,DNB,Put,10.52,0.24996999999999997,116.940002
84,2016-11-15,2017-02-17,130.0,DNB,Put,14.28,0.27416999999999997,116.940002
85,2016-11-15,2017-02-17,135.0,DNB,Put,18.35,0.22157,116.940002
86,2016-11-15,2017-05-19,130.0,DNB,Call,4.5,0.23178,116.940002
87,2016-11-15,2017-05-19,135.0,DNB,Call,3.27,0.18939,116.940002
88,2016-11-15,2017-05-19,120.0,DNB,Put,6.8,0.23228000000000001,116.940002
89,2016-11-15,2017-05-19,125.0,DNB,Put,7.7,0.25667,116.940002
90,2016-11-15,2017-05-19,130.0,DNB,Put,7.8,0.27166999999999997,116.940002
91,2016-11-15,2017-05-19,135.0,DNB,Put,14.1,0.27881999999999996,116.940002
92,2016-11-15,2016-12-02,7.5,VNET,Call,0.05,1.90625,7.23
93,2016-11-15,2016-12-09,7.5,VNET,Call,0.2,0.03235,7.23
94,2016-11-15,2016-12-09,8.0,VNET,Call,0.08,0.60878,7.23
95,2016-11-15,2016-12-09,8.5,VNET,Call,0.1,1.3269799999999998,7.23
96,2016-11-15,2016-12-16,7.5,VNET,Call,0.35,0.38999,7.23
97,2016-11-15,2016-12-16,8.0,VNET,Call,0.15,0.54275,7.23
98,2016-11-15,2016-12-16,8.5,VNET,Call,0.05,0.6382800000000001,7.23
99,2016-11-15,2016-12-23,7.5,VNET,Call,0.35,0.41771,7.23
100,2016-11-15,2016-12-23,8.0,VNET,Call,0.25,0.38644,7.23
101,2016-11-15,2016-12-23,8.5,VNET,Call,0.1,0.4287,7.23
102,2016-11-15,2016-12-30,7.5,VNET,Call,0.55,0.41681,7.23
103,2016-11-15,2016-12-30,8.0,VNET,Call,0.28,0.41081999999999996,7.23
104,2016-11-15,2016-12-30,8.5,VNET,Call,0.2,0.44038999999999995,7.23
105,2016-11-15,2016-12-09,7.5,VNET,Put,0.25,1.76783,7.23
106,2016-11-15,2016-12-09,8.0,VNET,Put,0.55,0.69791,7.23
107,2016-11-15,2016-12-16,7.5,VNET,Put,0.15,0.6198,7.23
108,2016-11-15,2016-12-16,8.0,VNET,Put,0.6,0.51075,7.23
109,2016-11-15,2016-12-23,7.5,VNET,Put,0.4,0.47494,7.23
110,2016-11-15,2017-01-13,7.5,VNET,Call,0.65,0.43288000000000004,7.23
111,2016-11-15,2017-01-20,8.0,VNET,Call,0.45,0.46007,7.23
112,2016-11-15,2017-01-20,8.0,VNET,Put,0.85,0.47935,7.23
113,2016-11-15,2017-03-17,8.0,VNET,Call,0.88,0.47118999999999994,7.23
114,2016-11-15,2017-03-17,8.0,VNET,Put,0.9,0.46931999999999996,7.23
115,2016-11-15,2017-06-16,8.0,VNET,Call,1.1,0.44313,7.23
116,2016-11-15,2018-01-19,8.0,VNET,Call,1.25,0.6177199999999999,7.23
117,2016-11-15,2018-01-19,8.0,VNET,Put,1.8,0.54098,7.23
118,2016-11-15,2016-12-16,30.0,TWOU,Call,2.5,0.29065,34.73
119,2016-11-15,2016-12-16,35.0,TWOU,Call,0.15,0.26164,34.73
120,2016-11-15,2016-12-16,30.0,TWOU,Put,0.35,0.79815,34.73
121,2016-11-15,2016-12-16,35.0,TWOU,Put,2.25,0.56771,34.73
122,2016-11-15,2017-01-20,30.0,TWOU,Call,3.26,0.23160999999999998,34.73
123,2016-11-15,2017-01-20,35.0,TWOU,Call,1.0,0.23638,34.73
124,2016-11-15,2017-01-20,30.0,TWOU,Put,0.65,0.5189199999999999,34.73
125,2016-11-15,2017-01-20,35.0,TWOU,Put,2.75,0.5482100000000001,34.73
126,2016-11-15,2017-04-21,30.0,TWOU,Call,4.7,0.28299,34.73
127,2016-11-15,2017-04-21,35.0,TWOU,Call,2.58,0.30563,34.73
128,2016-11-15,2017-04-21,30.0,TWOU,Put,1.5,0.5646899999999999,34.73
129,2016-11-15,2017-04-21,35.0,TWOU,Put,3.3,0.5501699999999999,34.73
130,2016-11-15,2017-07-21,30.0,TWOU,Call,5.7,0.28081999999999996,34.73
131,2016-11-15,2017-07-21,35.0,TWOU,Call,3.0,0.25506,34.73
132,2016-11-15,2017-07-21,30.0,TWOU,Put,2.9,0.49338999999999994,34.73
133,2016-11-15,2017-07-21,35.0,TWOU,Put,5.8,0.4858,34.73
134,2016-11-15,2017-01-20,35.0,JOBS,Call,1.2,0.43278999999999995,33.740002000000004
135,2016-11-15,2017-04-21,35.0,JOBS,Call,2.71,0.39619,33.740002000000004
136,2016-11-15,2016-12-16,12.5,CAFD,Call,0.5,0.53105,13.09
137,2016-11-15,2016-12-16,12.5,CAFD,Put,0.15,0.34054,13.09
138,2016-11-15,2017-01-20,12.5,CAFD,Call,0.99,0.34976999999999997,13.09
139,2016-11-15,2017-01-20,12.5,CAFD,Put,0.55,0.37808,13.09
140,2016-11-15,2017-03-17,12.5,CAFD,Call,1.15,0.33971999999999997,13.09
141,2016-11-15,2017-03-17,12.5,CAFD,Put,1.0,0.33161,13.09
142,2016-11-15,2017-06-16,12.5,CAFD,Call,1.23,0.25134,13.09
143,2016-11-15,2017-06-16,12.5,CAFD,Put,1.35,0.41981999999999997,13.09
144,2016-11-15,2016-12-16,15.0,EGHT,Call,0.05,0.24218,14.9
145,2016-11-15,2016-12-16,15.0,EGHT,Put,0.5,0.8441700000000001,14.9
146,2016-11-15,2017-01-20,15.0,EGHT,Call,0.45,0.24506999999999998,14.9
147,2016-11-15,2017-01-20,15.0,EGHT,Put,1.4,0.55378,14.9
148,2016-11-15,2017-02-17,15.0,EGHT,Call,0.45,0.25166,14.9
149,2016-11-15,2017-02-17,15.0,EGHT,Put,1.0,0.49966000000000005,14.9
150,2016-11-15,2016-12-16,15.0,AVHI,Call,1.46,0.6080300000000001,17.049999
151,2016-11-15,2016-12-16,15.0,AVHI,Put,0.45,0.63185,17.049999
152,2016-11-15,2017-03-17,15.0,AVHI,Call,2.7,0.39675,17.049999
153,2016-11-15,2017-03-17,17.5,AVHI,Call,0.05,0.3234,17.049999
154,2016-11-15,2017-03-17,15.0,AVHI,Put,1.2,0.31209000000000003,17.049999
155,2016-11-15,2017-03-17,17.5,AVHI,Put,1.65,0.22091,17.049999
156,2016-11-15,2017-06-16,17.5,AVHI,Call,1.5,0.40641,17.049999
157,2016-11-15,2016-12-16,35.0,SHLM,Call,1.3,0.21874000000000002,34.349998
158,2016-11-15,2017-01-20,35.0,SHLM,Call,2.55,0.38261,34.349998
159,2016-11-15,2017-04-21,35.0,SHLM,Call,1.75,0.3741,34.349998
160,2016-11-15,2017-04-21,40.0,SHLM,Call,1.7,0.41294,34.349998
161,2016-11-15,2017-04-21,35.0,SHLM,Put,3.5,0.48746000000000006,34.349998
162,2016-11-15,2016-12-16,30.0,AAON,Call,3.3,0.59602,32.299999
163,2016-11-15,2016-12-16,30.0,AAON,Put,0.13,0.52498,32.299999
164,2016-11-15,2017-01-20,30.0,AAON,Call,2.88,0.27837,32.299999
165,2016-11-15,2017-01-20,35.0,AAON,Call,0.2,0.19816,32.299999
166,2016-11-15,2017-01-20,30.0,AAON,Put,0.65,0.29203,32.299999
167,2016-11-15,2017-01-20,35.0,AAON,Put,4.4,0.18897,32.299999
168,2016-11-15,2017-04-21,30.0,AAON,Call,4.46,0.3431,32.299999
169,2016-11-15,2017-04-21,35.0,AAON,Call,1.75,0.29888000000000003,32.299999
170,2016-11-15,2017-04-21,30.0,AAON,Put,1.15,0.2872,32.299999
171,2016-11-15,2016-12-16,50.0,ABAX,Call,1.2,0.36441999999999997,52.990002000000004
172,2016-11-15,2016-12-16,55.0,ABAX,Call,0.65,0.19138,52.990002000000004
173,2016-11-15,2016-12-16,50.0,ABAX,Put,1.2,0.51939,52.990002000000004
174,2016-11-15,2016-12-16,55.0,ABAX,Put,4.0,0.59731,52.990002000000004
175,2016-11-15,2017-01-20,55.0,ABAX,Call,0.8,0.41556000000000004,52.990002000000004
176,2016-11-15,2017-01-20,50.0,ABAX,Put,1.65,0.34765,52.990002000000004
177,2016-11-15,2017-02-17,50.0,ABAX,Call,5.12,0.32249,52.990002000000004
178,2016-11-15,2017-02-17,55.0,ABAX,Call,2.2,0.32231,52.990002000000004
179,2016-11-15,2017-02-17,50.0,ABAX,Put,5.3,0.61815,52.990002000000004
180,2016-11-15,2017-02-17,55.0,ABAX,Put,6.5,0.47213,52.990002000000004
181,2016-11-15,2016-12-16,110.0,ABMD,Call,6.73,0.61988,111.589996
182,2016-11-15,2016-12-16,115.0,ABMD,Call,4.2,0.49459,111.589996
183,2016-11-15,2016-12-16,120.0,ABMD,Call,1.25,0.59577,111.589996
184,2016-11-15,2016-12-16,125.0,ABMD,Call,0.3,0.78125,111.589996
185,2016-11-15,2016-12-16,110.0,ABMD,Put,0.4,0.18761,111.589996
186,2016-11-15,2016-12-16,115.0,ABMD,Put,1.13,0.23701,111.589996
187,2016-11-15,2016-12-16,120.0,ABMD,Put,4.2,0.1325,111.589996
188,2016-11-15,2016-12-16,125.0,ABMD,Put,19.9,0.1325,111.589996
189,2016-11-15,2017-01-20,110.0,ABMD,Call,5.0,0.38261999999999996,111.589996
190,2016-11-15,2017-01-20,115.0,ABMD,Call,5.0,0.55928,111.589996
191,2016-11-15,2017-01-20,120.0,ABMD,Call,4.0,0.3422,111.589996
192,2016-11-15,2017-01-20,125.0,ABMD,Call,2.05,0.47113999999999995,111.589996
193,2016-11-15,2017-01-20,110.0,ABMD,Put,2.35,0.1712,111.589996
194,2016-11-15,2017-01-20,115.0,ABMD,Put,3.3,0.14854,111.589996
195,2016-11-15,2017-01-20,120.0,ABMD,Put,7.74,0.1325,111.589996
196,2016-11-15,2017-01-20,125.0,ABMD,Put,8.6,0.1325,111.589996
197,2016-11-15,2017-03-17,110.0,ABMD,Call,14.3,0.5343100000000001,111.589996
198,2016-11-15,2017-03-17,115.0,ABMD,Call,10.0,0.54513,111.589996
199,2016-11-15,2017-03-17,120.0,ABMD,Call,7.3,0.50002,111.589996
200,2016-11-15,2017-03-17,125.0,ABMD,Call,5.31,0.5237,111.589996
201,2016-11-15,2017-03-17,110.0,ABMD,Put,8.75,0.29602,111.589996
202,2016-11-15,2017-03-17,115.0,ABMD,Put,10.4,0.25645,111.589996
203,2016-11-15,2017-03-17,120.0,ABMD,Put,14.3,0.32981,111.589996
204,2016-11-15,2017-03-17,125.0,ABMD,Put,17.43,0.19901,111.589996
205,2016-11-15,2017-06-16,110.0,ABMD,Call,12.37,0.5578,111.589996
206,2016-11-15,2017-06-16,115.0,ABMD,Call,14.12,0.52132,111.589996
207,2016-11-15,2017-06-16,120.0,ABMD,Call,10.96,0.47928000000000004,111.589996
208,2016-11-15,2017-06-16,125.0,ABMD,Call,9.26,0.45398999999999995,111.589996
209,2016-11-15,2017-06-16,110.0,ABMD,Put,12.3,0.33760999999999997,111.589996
210,2016-11-15,2017-06-16,115.0,ABMD,Put,13.2,0.33339,111.589996
211,2016-11-15,2017-06-16,120.0,ABMD,Put,16.1,0.29584,111.589996
212,2016-11-15,2017-06-16,125.0,ABMD,Put,20.47,0.29261,111.589996
213,2016-11-15,2016-12-16,65.0,ACIA,Call,5.2,0.01264,74.860001
214,2016-11-15,2016-12-16,70.0,ACIA,Call,2.5,0.43911000000000006,74.860001
215,2016-11-15,2016-12-16,75.0,ACIA,Call,0.67,0.49581000000000003,74.860001
216,2016-11-15,2016-12-16,65.0,ACIA,Put,0.84,0.74517,74.860001
217,2016-11-15,2016-12-16,70.0,ACIA,Put,2.8,0.8376399999999999,74.860001
218,2016-11-15,2016-12-16,75.0,ACIA,Put,5.9,0.9806799999999999,74.860001
219,2016-11-15,2017-01-20,65.0,ACIA,Call,9.0,0.49458,74.860001
220,2016-11-15,2017-01-20,70.0,ACIA,Call,5.8,0.52763,74.860001
221,2016-11-15,2017-01-20,75.0,ACIA,Call,4.03,0.51984,74.860001
222,2016-11-15,2017-01-20,65.0,ACIA,Put,3.95,0.75794,74.860001
223,2016-11-15,2017-01-20,70.0,ACIA,Put,6.2,0.72593,74.860001
224,2016-11-15,2017-01-20,75.0,ACIA,Put,9.3,0.74463,74.860001
225,2016-11-15,2017-02-17,65.0,ACIA,Call,11.5,0.61252,74.860001
226,2016-11-15,2017-02-17,70.0,ACIA,Call,9.4,0.6071300000000001,74.860001
227,2016-11-15,2017-02-17,75.0,ACIA,Call,6.4,0.6089399999999999,74.860001
228,2016-11-15,2017-02-17,65.0,ACIA,Put,5.5,0.8774799999999999,74.860001
229,2016-11-15,2017-02-17,70.0,ACIA,Put,9.0,0.74756,74.860001
230,2016-11-15,2017-02-17,75.0,ACIA,Put,14.9,0.88074,74.860001
231,2016-11-15,2017-05-19,65.0,ACIA,Call,15.0,0.62922,74.860001
232,2016-11-15,2017-05-19,70.0,ACIA,Call,12.4,0.51802,74.860001
233,2016-11-15,2017-05-19,75.0,ACIA,Call,9.5,0.54628,74.860001
234,2016-11-15,2017-05-19,65.0,ACIA,Put,10.3,0.75739,74.860001
235,2016-11-15,2017-05-19,70.0,ACIA,Put,14.22,0.7452,74.860001
236,2016-11-15,2017-05-19,75.0,ACIA,Put,16.5,0.72902,74.860001
237,2016-11-15,2018-01-19,65.0,ACIA,Call,18.0,0.5642699999999999,74.860001
238,2016-11-15,2018-01-19,70.0,ACIA,Call,17.5,0.56338,74.860001
239,2016-11-15,2018-01-19,75.0,ACIA,Call,15.0,0.57175,74.860001
240,2016-11-15,2019-01-18,65.0,ACIA,Call,25.4,0.54018,74.860001
241,2016-11-15,2019-01-18,70.0,ACIA,Call,26.0,0.5477,74.860001
242,2016-11-15,2019-01-18,75.0,ACIA,Call,27.3,0.5484899999999999,74.860001
243,2016-11-15,2019-01-18,65.0,ACIA,Put,21.88,0.6889,74.860001
244,2016-11-15,2019-01-18,70.0,ACIA,Put,25.14,0.6914899999999999,74.860001
245,2016-11-15,2016-12-16,7.5,ACTG,Call,0.28,0.664,6.05
246,2016-11-15,2016-12-16,7.5,ACTG,Put,0.3,0.40460999999999997,6.05
247,2016-11-15,2017-01-20,7.5,ACTG,Call,0.45,0.5822,6.05
248,2016-11-15,2017-02-17,7.5,ACTG,Call,0.65,0.55734,6.05
249,2016-11-15,2017-02-17,7.5,ACTG,Put,0.95,0.58162,6.05
250,2016-11-15,2017-05-19,7.5,ACTG,Call,1.33,0.58777,6.05
251,2016-11-15,2017-05-19,7.5,ACTG,Put,1.22,0.63659,6.05
252,2016-11-15,2016-12-16,35.0,ACHC,Call,3.1,0.66093,38.220001
253,2016-11-15,2016-12-16,40.0,ACHC,Call,0.26,0.49236,38.220001
254,2016-11-15,2016-12-16,35.0,ACHC,Put,0.55,0.45706,38.220001
255,2016-11-15,2016-12-16,40.0,ACHC,Put,2.02,0.94468,38.220001
256,2016-11-15,2017-01-20,35.0,ACHC,Call,4.27,0.44921000000000005,38.220001
257,2016-11-15,2017-01-20,40.0,ACHC,Call,0.96,0.38484,38.220001
258,2016-11-15,2017-01-20,35.0,ACHC,Put,1.15,0.42711000000000005,38.220001
259,2016-11-15,2017-01-20,40.0,ACHC,Put,2.95,0.37942,38.220001
260,2016-11-15,2017-03-17,35.0,ACHC,Call,5.2,0.43466000000000005,38.220001
261,2016-11-15,2017-03-17,40.0,ACHC,Call,2.2,0.42606000000000005,38.220001
262,2016-11-15,2017-03-17,35.0,ACHC,Put,1.95,0.42186999999999997,38.220001
263,2016-11-15,2017-03-17,40.0,ACHC,Put,4.0,0.43316000000000004,38.220001
264,2016-11-15,2017-06-16,35.0,ACHC,Call,6.1,0.38822,38.220001
265,2016-11-15,2017-06-16,40.0,ACHC,Call,3.2,0.36303,38.220001
266,2016-11-15,2017-06-16,35.0,ACHC,Put,3.8,0.42308999999999997,38.220001
267,2016-11-15,2017-06-16,40.0,ACHC,Put,6.0,0.42183000000000004,38.220001
268,2016-11-15,2016-12-02,26.5,ACAD,Call,2.0,1.9999099999999999,28.469998999999998
269,2016-11-15,2016-12-02,27.0,ACAD,Call,2.0,1.9985400000000002,28.469998999999998
270,2016-11-15,2016-12-09,26.0,ACAD,Call,3.2,1.9985400000000002,28.469998999999998
271,2016-11-15,2016-12-09,26.5,ACAD,Call,1.25,1.90625,28.469998999999998
272,2016-11-15,2016-12-09,27.0,ACAD,Call,0.8,1.99945,28.469998999999998
273,2016-11-15,2016-12-09,27.5,ACAD,Call,0.8,1.99964,28.469998999999998
274,2016-11-15,2016-12-09,28.0,ACAD,Call,0.45,1.99951,28.469998999999998
275,2016-11-15,2016-12-09,28.5,ACAD,Call,1.42,1.6253600000000001,28.469998999999998
276,2016-11-15,2016-12-09,29.0,ACAD,Call,0.4,1.6175899999999999,28.469998999999998
277,2016-11-15,2016-12-09,29.5,ACAD,Call,0.25,1.9772900000000002,28.469998999999998
278,2016-11-15,2016-12-16,25.0,ACAD,Call,3.15,1.4617200000000001,28.469998999999998
279,2016-11-15,2016-12-16,26.0,ACAD,Call,3.15,1.35905,28.469998999999998
280,2016-11-15,2016-12-16,26.5,ACAD,Call,2.6,1.4529,28.469998999999998
281,2016-11-15,2016-12-16,27.0,ACAD,Call,2.15,1.5191700000000001,28.469998999999998
282,2016-11-15,2016-12-16,27.5,ACAD,Call,2.16,1.4169,28.469998999999998
283,2016-11-15,2016-12-16,28.0,ACAD,Call,1.93,1.47209,28.469998999999998
284,2016-11-15,2016-12-16,28.5,ACAD,Call,1.8,1.3942,28.469998999999998
285,2016-11-15,2016-12-16,29.0,ACAD,Call,1.48,1.58606,28.469998999999998
286,2016-11-15,2016-12-16,29.5,ACAD,Call,1.7,1.45961,28.469998999999998
287,2016-11-15,2016-12-23,27.0,ACAD,Call,2.65,1.0194,28.469998999999998
288,2016-11-15,2016-12-23,27.5,ACAD,Call,3.0,0.96296,28.469998999999998
289,2016-11-15,2016-12-23,28.5,ACAD,Call,3.2,1.52282,28.469998999999998
290,2016-11-15,2016-12-23,29.0,ACAD,Call,3.5,1.60201,28.469998999999998
291,2016-11-15,2016-12-30,27.5,ACAD,Call,2.96,0.9632,28.469998999999998
292,2016-11-15,2016-12-30,28.0,ACAD,Call,3.04,1.20377,28.469998999999998
293,2016-11-15,2016-12-30,29.0,ACAD,Call,2.0,1.12331,28.469998999999998
294,2016-11-15,2016-12-30,29.5,ACAD,Call,2.43,1.1385299999999998,28.469998999999998
295,2016-11-15,2016-12-02,27.0,ACAD,Put,0.35,1.9999099999999999,28.469998999999998
296,2016-11-15,2016-12-09,25.0,ACAD,Put,0.2,1.9985400000000002,28.469998999999998
297,2016-11-15,2016-12-09,25.5,ACAD,Put,0.5,1.99964,28.469998999999998
298,2016-11-15,2016-12-09,26.0,ACAD,Put,0.52,1.7553400000000001,28.469998999999998
299,2016-11-15,2016-12-09,26.5,ACAD,Put,0.85,1.8984,28.469998999999998
300,2016-11-15,2016-12-09,27.0,ACAD,Put,1.1,1.9051200000000001,28.469998999999998
301,2016-11-15,2016-12-09,27.5,ACAD,Put,1.2,1.9941400000000002,28.469998999999998
302,2016-11-15,2016-12-09,28.5,ACAD,Put,1.78,1.90625,28.469998999999998
303,2016-11-15,2016-12-09,29.0,ACAD,Put,2.65,1.9765599999999999,28.469998999999998
304,2016-11-15,2016-12-09,29.5,ACAD,Put,3.03,1.9765599999999999,28.469998999999998
305,2016-11-15,2016-12-16,25.0,ACAD,Put,1.25,1.3792200000000001,28.469998999999998
306,2016-11-15,2016-12-16,25.5,ACAD,Put,1.3,1.415,28.469998999999998
307,2016-11-15,2016-12-16,26.0,ACAD,Put,1.8,1.33075,28.469998999999998
308,2016-11-15,2016-12-16,26.5,ACAD,Put,1.8,1.23829,28.469998999999998
309,2016-11-15,2016-12-16,27.0,ACAD,Put,2.25,1.24276,28.469998999999998
310,2016-11-15,2016-12-16,27.5,ACAD,Put,2.1,1.32261,28.469998999999998
311,2016-11-15,2016-12-16,28.0,ACAD,Put,3.3,1.39467,28.469998999999998
312,2016-11-15,2016-12-16,28.5,ACAD,Put,2.98,1.38784,28.469998999999998
313,2016-11-15,2016-12-16,29.0,ACAD,Put,3.7,1.4327299999999998,28.469998999999998
314,2016-11-15,2016-12-16,29.5,ACAD,Put,3.2,1.46409,28.469998999999998
315,2016-11-15,2016-12-23,25.0,ACAD,Put,2.0,1.58261,28.469998999999998
316,2016-11-15,2016-12-23,26.0,ACAD,Put,3.27,1.33915,28.469998999999998
317,2016-11-15,2016-12-30,25.5,ACAD,Put,2.08,1.2754299999999998,28.469998999999998
318,2016-11-15,2016-12-30,27.0,ACAD,Put,3.0,1.1679,28.469998999999998
319,2016-11-15,2016-12-30,28.0,ACAD,Put,3.5,1.1148799999999999,28.469998999999998
